Experiment,piControl,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,ssp126,ssp245,ssp370,ssp370,ssp585,ssp585
949,298.67782709251645,301.2343979134206,301.46273795050956,301.22666871619816,301.9010984460706,301.4039960281032,302.4593552572947,298.9884023083867,302.1203733240868,300.37128921682535,300.7880294756795,299.82505654693847,304.9295562463115,305.3969017046297,303.74246875636356,305.4074736232996,307.01305604047235,306.7300970580957
950,299.1671756761651,301.31955931216004,301.7940899321266,301.55289909353496,301.9731411736343,301.78855037126766,302.2795010900471,299.84082510071465,302.3496309984523,300.4789626561892,301.24996358835614,300.1405394306376,304.66695749640155,305.2480944215182,304.6104376607942,305.3939723224499,306.9553405457131,306.5980660524702
951,299.6366250648786,301.4339701986789,301.9665073177997,301.96292102802744,302.04764005613566,302.10611190829655,302.0435900346616,300.4238224794348,302.27421311077154,300.60160669576595,301.57967745629327,300.4278582603159,304.48539685420275,305.14480799221013,305.3190293230903,305.47026155289876,306.9258963354647,306.4284277844341
952,299.8222567383349,301.37989847664016,301.8568700259023,302.23384969248997,301.82967557503713,302.14445148662475,301.6298825322003,300.72140975869684,301.8940879596982,300.7087946162754,301.70741893210834,300.58261553830715,304.4062318490507,305.06369473993897,305.9039275834694,305.6443532016405,306.83676367205084,306.04709189225747
953,299.8835906178362,301.11961127801715,301.3463407668644,302.24004573153337,301.0121153001356,301.67673104488193,301.0036303766386,300.59686920070425,301.0676956672348,300.74441642981566,301.3109684608412,300.55137306265493,304.08390618462334,304.65401092825437,306.20969133012846,305.46559932864983,306.5511574350346,305.25929762754623
954,299.7013066748409,300.5621306872479,300.5137965008374,301.8051706334929,299.682203057879,300.80965337394167,300.12426469325953,300.20362628613145,300.0020793033782,300.47673178214285,300.5783459708444,300.24088576377625,303.3966225536041,303.8375995126727,306.0993840421366,304.6330360126073,305.7828815298728,304.0651820852698
955,299.2518025732155,299.97575209385303,299.7109764770359,301.3488289145066,298.46136910737255,299.9681700092522,299.32878293829464,299.7212503691982,298.91554791540653,300.0238422297177,299.84669129701405,299.7068559240847,302.66500506949825,302.9420107903606,305.68091305155417,303.58693443173365,304.78121967962096,303.02730755009605
956,298.60793712160756,299.6769076341681,299.00765272500297,300.94278701504015,297.59305913022627,299.41209776143273,298.80518848409037,299.4242761222299,298.10229537295976,299.4747238372661,299.2684943872983,299.13607183937444,302.2227387519853,302.30376660018874,305.305568550341,302.96532531570944,304.13773124076744,302.39283551939076
957,298.0298567145682,299.71390180806634,298.71577537466925,300.9432959609221,297.3159671014844,299.30726774162736,298.719735636984,299.4775985884101,297.7326104821913,299.1685963919281,299.03096176167884,298.7815994552818,302.17933645306516,302.0909502256927,305.20290472598293,302.9865028210811,304.12673650162634,302.31678615125435
958,297.72314736979314,300.00295754935604,298.7146775905915,301.115524699782,297.3190734881785,299.4259448428659,298.9411405965975,299.7320362204191,297.6676576574134,299.18248033930666,298.9021233756743,298.657749061734,302.28317763365476,302.149252653471,305.53067843602054,303.3841993217768,304.651921564067,302.681589373118
959,297.7385062220473,300.14182176609125,298.98549154042024,301.4737545270647,297.4060199884368,299.5729240170522,299.2035161646931,300.02724968728063,297.77594666561316,299.3861187442603,299.01476930588314,298.5943067882069,302.2923717628318,302.30765371233525,305.94764277242183,303.7824225091492,305.1020169097453,303.3488974199722
960,297.9506001861952,300.23691217005796,299.3563927713494,301.7677647811462,297.63849619239903,299.7856634187128,299.41309128251936,300.3263594278763,298.01189469516265,299.69417309937035,299.23334024604657,298.7489104056405,302.0205882760985,302.33383882755965,306.18520824316624,303.98994782908903,305.428915104449,303.91683251234133
961,298.45479581786907,300.23545861481267,299.9182255878314,302.047901360147,298.1978384319514,300.1658861102092,299.68367043771406,300.76655046441374,298.48975520656325,300.07549955751796,299.7319339760757,299.1830341103302,301.3790378319215,302.2424692347919,306.1930782453647,303.96059707375053,305.5623137743915,304.51456175653993
962,299.0667100741505,300.35561495482983,300.5417969297799,302.26524197721875,299.05373737454994,300.6507005984575,300.12604005571706,301.3605240232908,299.1101799827664,300.69028031737247,300.34155927364964,299.8957709076225,300.7320445276953,302.41518462240515,306.11746582264834,303.9660722481126,305.7900519053548,305.053373946856
963,299.57103721555177,300.35815286700864,301.12262598233855,302.2960683115912,299.73567113368733,301.12027355880656,300.54476114599447,301.97029001043063,299.65492720207055,301.2604348666467,300.99859909009984,300.557081640645,300.4016627239609,302.9262044731845,306.07027128084513,304.32164813426107,306.0360664596692,305.6713341038123
964,299.784074421256,300.3401558734886,301.45276964672775,301.82784043465017,300.079334856691,301.3843880421263,300.92952139260655,302.49439835507206,299.9724427442022,301.68079863073893,301.44635012910754,301.1589759199361,300.35701393195865,303.487046843374,305.9361608000904,304.85017620247584,306.4153194059841,306.10516828413284
965,299.7305215893409,300.0887604456233,301.36988582750115,300.86447942308183,300.06550172340053,301.265721510651,300.9608248672767,302.7377824990056,300.0039220083842,301.7329582985014,301.5326298166934,301.41374192562284,300.3169934994525,303.5872054733052,305.36436032225924,305.22146070367245,306.74122113424215,306.1352395867
966,299.42069113099734,299.5195928142698,300.9255019785963,299.57264572648427,299.8354741280713,300.61806128252096,300.58713883351857,302.66800256560526,299.65205380073655,301.5973031283133,301.1890160147268,301.3033522606474,299.98782048399744,303.1663266666094,304.35637430118624,305.1000228759888,306.8154910446056,305.65993286360305
967,298.88632849551203,298.7811868581336,300.38508767306297,298.54509752124153,299.42048888287417,299.6871787146678,300.0700503758476,302.30541554131673,299.2067573380032,301.44925233790616,300.72086880054803,300.96784451140337,299.44847707779667,302.57030185781497,303.2934734568733,304.7518500629578,306.38068711431725,305.0341781439228
968,298.14028549413456,298.0519008187693,300.06413870920613,297.7304552867652,299.0210936916181,298.87546301797715,299.8115786384852,301.94965765154996,298.7196357941341,301.51123022384223,300.34090240192444,300.74105966097335,298.89874805691124,302.1804556661316,302.5618388469615,304.42588150847854,305.83956457060765,304.6512567685052
969,297.499297189341,297.6954034090035,300.02848819751074,297.36872418058834,298.879761203692,298.4305830117641,299.97858182064374,301.8496971831109,298.4268453767118,301.82423853731353,300.25224818015823,300.8282263031265,298.7692789191131,302.24716769278785,302.48143394466337,304.5058017915172,305.5632333900239,304.7522939095987
970,297.24032091107966,297.6227362318847,300.14405292307174,297.27812684509695,298.99864937405385,298.45961201385063,300.4128581847217,302.0494737307202,298.30421620391576,302.3365550989254,300.410410625753,301.13123315816466,298.92880082833204,302.6508155877818,302.8550527376009,304.9110662569935,305.83966574581336,305.16259654529773
971,297.30391776888314,297.68699016452666,300.2316718337553,297.334081052495,299.3738417659511,298.6529980819221,300.8168117271777,302.3046652034293,298.30343092035656,302.75532159206585,300.59391317382205,301.43479707931664,299.30825589112806,303.08621058825344,303.32929246649536,305.423748097767,306.3347176127007,305.69690289792834
972,297.54634896170745,297.9043529670998,300.3687318240225,297.57858995899943,299.86634539527023,299.013162145345,301.19120678220656,302.41320827957196,298.5316457238553,302.9448592974713,300.76011111750836,301.640778851256,299.77962386192957,303.39456924415794,303.5767287786603,305.734486320421,306.7040435659108,306.1349527547764
973,297.8544792312691,298.5465614859463,300.72518848324404,298.0506416415898,300.60038341964326,299.44246061027246,301.4253868293215,302.4231741101383,298.9925651277581,302.91587215276076,300.86577703802527,301.71086837826016,300.4480115133727,303.74041167315556,303.6317832896361,305.82983978774394,306.87146952851623,306.48648504429434
974,298.2609819153657,299.3995368583788,301.1373476003306,298.70732618721513,301.2858961694472,300.1304184704912,301.48398168713504,302.438028780836,299.74512189709,302.8462885681461,301.1816196572229,301.82362540975447,301.2285078456743,304.1822600920929,303.76591541751844,305.70478470724356,306.84128826671986,306.61565934731004
975,298.6682752257782,300.10561184249923,301.49263496955615,299.1661111057468,301.8323717336229,300.85664769653357,301.5062754828382,302.33161422883813,300.4635481462943,302.7423891653147,301.49834357470553,302.044765041218,301.9258655569426,304.66274678617106,304.1720118431942,305.5606271140788,306.850941955328,306.758463855884
976,298.8945039944994,300.3831676979859,301.52523990419905,299.4867594633609,302.113555956453,301.43346490876553,301.38447302438254,301.84565487130266,301.0427192232584,302.45301854683436,301.6836442575132,302.2299649916227,302.6637117822764,305.0848845646938,304.6361141512713,305.31600843551496,306.91986160793107,306.9082750817717
977,298.94038057432726,300.33537513600004,301.27038334411856,299.5437462344965,301.9991372823347,301.58391057400235,301.21476151356745,300.8011487691869,301.26857973498977,301.6582287051846,301.46737010803184,302.24470277051336,302.9875145519756,305.33574166213185,304.7152948327645,304.65576917120535,306.737395150256,306.9512110610182
978,298.68088375409377,300.068577286854,300.644666539831,299.45845404775537,301.53398311479657,301.34642792946653,300.5349133727204,299.664219252101,301.32389638970085,300.65685548038476,300.92802528170455,301.8583420141697,302.8640557597474,305.5052164154527,303.9011452075133,303.7453013993839,306.06368523088827,306.61318418945837
979,298.25717526583395,299.81968087173874,299.90592163474906,299.20769836545435,301.0015694532521,301.06511971948754,299.6921774935636,298.78850488123334,301.2717408251606,299.64100370821484,300.2956940844279,301.25808182798283,302.43861453586055,305.5712754390686,302.6425620599307,302.83560607895834,304.9947576934705,305.95404402783373
980,297.7524773896848,299.73205905941467,299.2963009911716,299.01108295308194,300.7222805882857,300.9368477759206,298.9424326968088,298.27659561727256,301.39442388622246,298.88783462740975,299.76243369972957,300.78018687992284,302.18175058813875,305.7231948433743,301.5282359907039,302.32127249526894,304.06662521878184,305.3032166855199
981,297.40402464042876,299.85106895639154,298.97654831592786,298.9999713032323,300.6941509121403,301.1611957175037,298.64630930394566,297.9111475991099,301.70516316383396,298.5333194595262,299.55253325621425,300.6300618498546,302.3261212097634,305.86679736549536,301.2024405519317,302.31078668962886,303.71950722782935,305.1929138838546
982,297.29403943343056,300.0381477227576,298.9419215048875,299.15020940514955,300.89220656354536,301.5926825378763,298.7832028057244,297.7327050227459,302.1997666265733,298.4561355765397,299.68389493937326,300.9284159272924,302.65360994168094,306.0466443074341,301.4989618535969,302.59619286843196,303.9418120421197,305.6487531150654
983,297.3529601551838,300.2713375573392,298.9914612714667,299.4482739384718,301.092637738385,301.9642973939361,298.8461461245615,297.68758714928384,302.5622194131693,298.56299705513385,299.9283480975748,301.1258962464015,303.052910341689,306.01958975199796,302.11366789534253,303.127370067925,304.5243647172462,306.3097105734821
984,297.5176763295339,300.5777921018731,299.2094151142494,299.7052530514987,301.1891915740505,302.07556187972733,298.8828862163744,297.9591652675886,302.620095859624,298.6983670057225,300.16553349517955,301.1493908252234,303.3299868507755,305.80424194611084,302.75534853467053,303.5853404323247,305.0512233643284,306.65584259895087
985,297.9362512466146,301.008231348536,299.618299058794,300.1067901307727,301.285401211428,302.079219520824,299.04569155845365,298.37764502482617,302.38843993465906,299.02334037612144,300.5377423298055,301.00021137716294,303.570933288261,305.4938063577435,303.3861333444631,304.12683611889094,305.5523135064379,306.70298617126514
986,298.5309602960046,301.476550852555,300.24137015704736,300.5448075823606,301.31936912899863,302.04747054470255,299.4971079246296,299.08103908766105,302.2001042726237,299.55273922367525,301.05542450204894,300.94729322977355,303.77524569462565,305.2727448787512,304.0628486236792,304.5188850158418,305.909084451157,306.7189388421225
987,299.09758116208997,301.8307268774561,300.80914756068927,301.05157584191073,301.3965128119169,301.7147674962899,300.0040290858878,299.62655393485244,301.93016101597095,300.2316757139674,301.58830003225444,301.1928737506633,304.0236817461466,305.3028512911275,304.6831616367772,304.8961715118141,306.2452313015228,306.88762942362905
988,299.4008157117239,301.91572169976274,301.17297477477723,301.47323995053006,301.2072903638203,301.00389369614095,300.4348706366489,300.1291019840468,301.33296399862496,300.7459602352581,301.9301546171903,301.28007858020766,304.3075384007197,305.30361325454606,305.37637774976287,305.17073256629277,306.50242904120614,306.978562516253
989,299.4061371329895,301.59911619924725,301.2101174565776,301.68641010104926,300.80423298581064,300.2592382986689,300.6461185779705,300.2355042889269,300.07422867740456,301.0458147574033,301.98880736345103,301.1849138367505,304.48343552767136,305.1145761056958,305.81250499572,305.2475344180473,306.3570020110873,306.655413221691
990,299.1536994411726,300.91767978207207,300.91674847787345,301.44792894874087,299.9691215892323,299.62461051577156,300.5925594753948,300.09477559319924,298.693315223992,300.9454492970259,301.7276954002373,300.6189897940629,304.36539665291474,304.3999117701369,306.0180011629929,304.7465830376561,305.6247874639507,305.7997417213804
991,298.74482576057386,300.1947228888741,300.4008157462014,300.8822157685291,299.0259473628542,299.15874163596965,300.2620976213514,299.71342524855015,297.58405851586707,300.777386566028,301.24103681481307,300.0447840713498,303.99414965292004,303.3077737119866,305.91442169873346,304.03550911342285,304.70612899664974,304.85146744474724
992,298.4150967970827,299.4406496200492,299.72399116731054,300.3655617656312,298.2963262472256,298.6461553929163,299.9841147017526,299.3908580338737,296.82186774128337,300.72910215173573,300.84905223007803,299.60538310759034,303.7460317356531,302.248125030055,305.695611342174,303.3956341288735,304.0013551031871,304.0226457019462
993,298.2814553148555,299.0465617598307,299.3531548260147,300.2089403858941,298.0509823814138,298.34441899413827,300.01222818233,299.2708314551819,296.4218260918903,300.95577662535777,300.8005940486939,299.6383558941989,303.7886326706185,301.8104293371408,305.6362681859345,303.3020950467488,303.84301577087075,303.74806713397567
994,298.3791026968404,298.82459341767407,299.2301009813657,300.4384517830113,298.2379635952964,298.32758233864075,300.31748335894576,299.37498979093647,296.3303044075305,301.3251788940251,301.0324464686195,300.05587916265364,304.26072725064176,301.9174052054089,305.83100498255345,303.5843047970716,304.09334590558825,303.8954528309547
995,298.542444376721,298.7394617108669,299.3622694488131,300.6665354422305,298.47765305170805,298.55462905034943,300.6166830384707,299.5481729442306,296.54681906220975,301.5980238572709,301.34134526229917,300.50898079733946,304.6831780598032,302.22958453723163,306.1471438785841,304.11745412718454,304.564401567125,304.4123409822682
996,298.8131700505649,298.7507714488577,299.43494939629505,300.8497316687833,298.83398820024746,298.8200061093378,300.8507003005065,299.8241893246298,297.0375354318658,301.67657095534133,301.634037927067,300.84790526384637,304.8401128725622,302.2376206299355,306.29132648649846,304.4926776482199,305.1707668599905,304.97595446110364
997,299.3154152830543,298.93698851806835,299.68048301374193,301.05286649249297,299.36330240341096,299.2183882624486,301.09347622506726,300.3142468794396,297.7177988252506,301.6904965376031,301.9854375547445,301.19915691224594,304.49414059796635,302.2223285403135,306.2154885011293,304.808989723198,305.7546582604518,305.5273461235172
998,299.994517183392,299.4585980772531,300.2084024816606,301.4385937017903,299.95279474630314,299.6251960548122,301.40919615555896,301.0236246200728,298.5252344001627,301.7163339639823,302.23864308289143,301.63391778343856,304.10181586983475,302.1607703518673,305.93655493689386,305.191333145374,306.28291804253837,305.9810948817415
999,300.5822962333667,299.8916648322693,300.68928244772377,301.8439122309262,300.57390729205963,300.1086894632438,301.7788558871729,301.65379111464756,299.0313440930783,301.6557951762491,302.2343373153299,302.1507359080351,303.9360509252219,302.47468777428185,305.7799640352882,305.7690460499992,306.80585173105516,306.30014250396556
1000,300.9646306846832,300.2784193238817,301.00961368432695,302.00003740041967,301.09649134636146,300.4270734378477,301.8694690671278,302.1047895968855,299.34897409803904,301.5524469375825,301.8372501797917,302.62720638253745,303.97293626823244,302.72307142859484,305.67922807390033,306.27198459441973,307.2603433440519,306.5793268008201
1001,300.8599039173482,300.3673507496858,300.8696251306003,301.74471621797824,301.41845943512476,300.5071346166201,301.39041094521025,302.24979790503113,299.37737666720756,301.2187761872029,301.11235827356364,302.9035219198245,303.6863590565485,302.77691161231445,305.3095975258559,306.33452744858454,307.501375847636,306.75756252241507
1002,300.43866101995246,300.0688302463869,300.3609309269063,301.1980790265912,301.34745864644367,300.26889424902714,300.46444717981103,302.04224342365603,299.1834558883156,300.5196040021563,300.1750439288339,302.8174193628612,302.98346516571274,302.22388047050043,304.55488966014553,305.7590403724168,307.27292721457303,306.77472894476654
1003,299.7877034767234,299.46440421883347,299.71769034813985,300.68020963591226,301.0831042253901,299.91902950353483,299.5239666433383,301.66051427709317,298.7720225376482,299.5361126598431,299.3993708537278,302.5291531083426,302.11118517338895,301.4493259530696,303.58533666198986,304.90533712140194,306.7739568441497,306.4870507108294
1004,299.28891793433337,298.7596301646418,299.0200866217408,300.40055209062024,301.01965305020013,299.70475385121273,298.9782080779201,301.33898403892414,298.31971664838414,298.71185880449286,298.9208587706308,302.32603610067247,301.3705136547396,300.8740942183278,302.92849540769777,304.24955643207176,306.2120287881858,306.10075827539623
1005,299.10753460770474,298.4206939049456,298.71676848433,300.4760384112296,301.2261381580356,299.7439077648944,298.81407920781487,301.3580320633762,298.0806444589487,298.55160483857384,298.84070174169574,302.4356825810587,300.9965955029846,300.84632727179286,302.7194577250993,304.21138405304356,306.0607190997832,305.9241756486235
1006,299.2006511253517,298.4637226402735,298.7001658637527,300.7792351937146,301.60859229814423,299.96569970888396,299.0483495778448,301.66602230179564,298.12874356652895,298.7528920078098,299.04239363899546,302.7409864805672,300.9504626750103,301.2141861013691,302.98197879817803,304.63274235917464,306.2868913308959,306.1032586194271
1007,299.4340629432667,298.6507715881681,298.95529993900783,301.0553924794991,301.92674785501407,300.24408672827957,299.3564111812871,302.1142812242202,298.3850565752006,298.993810825619,299.2763344554415,302.9884541533161,301.10754216081847,301.710667326241,303.455159662291,305.16587199156737,306.6895933295584,306.43535238561327
1008,299.69639376910885,298.8852467534466,299.34076398573734,301.27952725665835,302.13587793108525,300.4997334015473,299.6291786344476,302.4913273338412,298.73121367022003,298.97366877427754,299.5561592085976,302.9269066002576,301.2583732203439,302.21587980783875,303.8991403324332,305.5496242673599,306.7666969602087,306.6572660942665
1009,300.1621585957703,299.253114414193,299.9565598327736,301.6029654986515,302.36654204818757,300.8381362789416,300.0577803679079,302.8081653420054,299.35943738765076,299.2066533705984,300.01192099630447,302.5991228484973,301.49399180878487,302.6629754337988,304.40023452106374,305.7119825358557,306.6560316715425,306.76178010981204
1010,300.76653710402985,299.8810206971853,300.80616235852114,302.04608760866046,302.4438751555186,301.2581994696188,300.5963435449143,302.9466280028327,300.1629799919968,299.7315607041018,300.68031479105156,302.1778069709483,301.8275357029086,303.1739728905901,304.9043327754973,305.71727189356255,306.5208483345825,306.7831633981521
1011,301.2286047098223,300.5271179018145,301.48504463508425,302.51349537570746,302.35968593628377,301.7789254228249,301.1750820855641,302.9847240670336,300.9194442055349,300.29519730982514,301.17560534997057,301.6409844824619,302.27139010366994,303.7385219367199,305.51293272680283,305.5724991272129,306.5629391949395,306.7655003557889
1012,301.3285377099351,300.96026093460114,301.9031050097149,302.7773025545758,301.8061965000605,302.22512506923823,301.46604966472046,302.78284499105547,301.4603028404247,300.62836606662455,301.48830935942243,300.65665868201955,302.63111573796186,304.4366841994061,306.0275028876479,305.43563211624013,306.4810163807594,306.5803096946525
1013,301.0902334408776,300.9591511735113,301.869039337768,302.80445729931654,300.81949028947247,302.35879511922116,301.445250998432,302.1175910920108,301.6509520533369,300.50942826047867,301.4769811671019,299.49812900516787,302.7539270591994,304.9162872216346,306.3599771680082,304.9252039434348,305.7638887732621,305.99740474378063
1014,300.6046093230543,300.5860543168582,301.5050791745498,302.49030099502465,299.6577212054373,302.0856431725346,301.14437920944056,301.00768248178866,301.56934382340245,300.206618976299,301.1866760107417,298.3206331375769,302.4967029214002,305.11577861140694,306.4345768530459,303.91186688832306,304.4736720544427,304.6852108358884
1015,300.12140300175133,300.11702760115804,300.99202721460006,302.0846089489398,298.8050293164747,301.6280728006339,300.76824210668843,299.66638996152074,301.40996106382636,299.70318344255094,300.6343856578205,297.47641242928376,302.09190863405985,305.14286765338176,306.162257362385,302.7022092884876,303.0626264155513,303.1259447322541
1016,299.6734745481942,299.82140139515275,300.68871526276286,301.92337432125737,298.3220355922974,301.3382354950363,300.4797286788059,298.52200531831886,301.3586562863316,299.29266538880717,300.21575426807755,296.79504809896247,301.94050785664245,305.23526249725654,305.90404300037204,301.91347133179903,302.0014892402592,301.8773503124512
1017,299.5252973699557,299.83959069287965,300.83687001548634,302.18361626944096,298.0261705231708,301.4784245790949,300.4367425177459,297.8400865925023,301.57297957909356,298.9948772015136,300.2259160636629,296.4509958151973,302.33366390714195,305.47895022072015,305.714438261756,301.83899903340347,301.5766408128104,301.61300319629254
1018,299.6451426216915,300.0559880986054,301.2158021632669,302.8077693097354,297.7009191797576,301.9446140628556,300.56828256613636,297.66600396314067,301.9978759358378,298.93594812902205,300.5567432167022,296.5287165549618,302.92403451022136,305.79852674488,305.8113093401272,302.3117351962435,301.8238144754139,302.1632958569115
1019,299.89205480055494,300.2706245342982,301.5527229919415,303.28939637287664,297.509937705024,302.3620735824659,300.72416164153316,297.7902784556179,302.4297418089912,298.8764456360139,300.8117578137815,296.6968769870841,303.4764873231408,305.8393677217318,305.9681281517614,303.0112490145759,302.6377015518297,302.92697946600055
1020,300.1415083957659,300.55880785481304,301.73046860920715,303.49971933263765,297.6451944662071,302.54949593847664,300.8447602583322,298.0271174894483,302.7516693472287,298.9530592626047,301.0186048756639,297.06831098790826,303.7663484324556,305.49515582189724,305.95459247512946,303.6477286371506,303.61915872489425,303.61974216293487
1021,300.4197577693774,301.01306501553586,301.9871679414502,303.29783812031707,298.2144931326313,302.4858322185507,300.9679809795782,298.5955214844894,302.9266776884913,299.1597174778568,301.2446489264109,297.73341869856154,304.09726371317225,304.8257023342254,305.76347753501665,304.13919092432525,304.56219349623524,304.1431854988756
1022,300.801475082182,301.5794772433085,302.24951554021175,302.9287405145562,298.9177972249608,302.36763617231105,301.2462416919717,299.1780083199176,302.97889147884007,299.7083336915692,301.64031624219547,298.5324383959342,304.25039452563385,304.44739084526014,305.4679212612367,304.4909788663065,305.3500406708361,304.7538145555298
1023,301.3139647031897,302.05779534863694,302.3181897268857,302.6284591589666,299.4137284178259,302.3751606383555,301.5870468568709,299.6770187238767,303.02251873601267,300.28141379289696,301.86585454522896,299.0223489234657,304.40147254508923,304.46610031999813,305.35433002322856,304.9369813511451,305.8885834612492,305.33353207857874
1024,301.7105699610103,302.25609037853275,301.8800770534935,302.44114593024324,299.7559415450758,302.2628550510303,301.7897560379422,299.77735973300423,302.9308335275384,300.71219257115035,301.82431659272197,299.13412316745575,304.42868288722667,304.63543709409527,305.18670916742656,305.42021100574465,306.1741405040536,305.9381600634847
1025,301.6285637752673,302.0437188120139,300.9051454176044,302.09163504260755,299.83869209032946,301.92172550974146,301.6087339171424,299.65530340863205,302.6635175250605,300.6896417618805,301.20536017670565,299.002632240066,304.18974474117726,304.3370185527032,304.77820700907955,305.58061799664176,306.15948432870795,306.232284781225
1026,300.96520995120363,301.45239676121497,299.69989813191125,301.2721895183627,299.6535857694939,301.12324066988464,301.04457945444176,299.17946197342036,301.92907204826867,300.29164676078943,300.2636131084868,298.6790382433183,303.5326619251084,303.66619905152857,303.87055470392806,305.23851813030086,305.95746200568533,306.26663202930143
1027,300.2751611209439,300.8930647754468,298.6593979921469,300.33215845246735,299.2055813210281,300.3682396677356,300.5110140518441,298.4250609835743,301.14560923749804,299.72993725095944,299.371268803619,298.2064720834212,302.66810322068386,302.8378465192257,302.78928306172196,304.60972551856884,305.7219029093601,306.0366062324501
1028,299.8355046289308,300.63372365365456,297.92109851240815,299.5872656240728,298.7446754265075,299.7751878652931,300.2291448823709,297.4840754336331,300.58798759654456,299.1554564462229,298.6986075636447,297.77182922249256,302.07702178369436,302.3680161667947,301.95328114364236,304.0430960732015,305.55333222604867,305.84128797142984
1029,299.8833792293342,300.69636135120044,297.5617255777254,299.46176229179537,298.4565980886337,299.6161411282685,300.3610593697329,296.76158802867076,300.46749838920994,298.85149786108195,298.39842087165994,297.513984425708,301.97113494073704,302.16573625696844,301.8543114298478,303.992453432525,305.62599413508093,305.8743727868041
1030,300.10032577384203,300.8983470701006,297.5076608178356,299.59871147567026,298.41604004323614,299.7762169803422,300.7775761845107,296.5134660222125,300.561500405723,298.85357471071853,298.35563809392994,297.43935310082423,302.23174732286196,302.3053462889968,302.30603079045227,304.39195861105503,305.95340292789155,306.21267669975987
1031,300.3278774116987,301.1446201105943,297.6015793195543,299.83728622382597,298.5058053144354,300.0208827002671,301.1890304489855,296.63903726565337,300.55381858897323,299.0869216568369,298.52916222098764,297.5802984413671,,,,,,
1032,300.43781194319035,301.3532897296504,297.88370112189426,299.960765291184,298.6997859183384,300.0882692193932,301.3093804769237,297.0564216319455,300.5699619428828,299.35793849401995,298.8030974604992,297.85609668840715,,,,,,
1033,300.5138519722607,301.56762839705345,298.450968609468,300.3024563712077,299.08571353832,299.93323447497033,301.38318026417716,297.8174430006313,300.6649777940127,299.821890279834,299.21072334487553,298.4135472058354,,,,,,
1034,300.69595979729326,301.7312399814676,299.34173959149916,300.80916886350775,299.68618518511977,299.82109323184665,301.5555362905559,298.6860030525094,300.94122130019826,300.3856486149786,299.7323821278438,299.04774567732346,,,,,,
1035,300.99445636711926,301.87211134037716,300.0248694395637,301.32460836445193,300.2999658957764,299.9229347459174,301.9461615704684,299.3308238358211,301.26453551398964,301.02502277230946,300.1668070848387,299.73836849853063,,,,,,
1036,301.25369991807503,301.641009444068,300.504818428879,301.62147704186356,300.63175594011926,300.0885242740645,302.31268890397337,299.62142329342515,301.50115466385284,301.4757554656722,300.4728732279657,300.2209798564391,,,,,,
1037,301.0244431915514,301.0499900413716,300.6509682888625,301.60846230372425,300.5359437684653,300.1625714835872,302.42988132601477,299.5740373157883,301.55420021578,301.6067191997511,300.56168285216194,300.28766506566393,,,,,,
1038,300.2547671668772,300.07000659084883,300.46855659650635,301.25713555742414,300.0800169241538,299.93244234693236,302.20351827354426,299.2494664774447,301.15299262844263,301.3418652681067,300.45208029052554,299.9765936010214,,,,,,
1039,299.3211567272778,299.2407337471075,300.1036541184138,300.724900420173,299.4411570656171,299.5546693261271,301.68085974188926,298.88673574806273,300.56434075690237,300.95056642401795,300.2679968835726,299.5859648743302,,,,,,
1040,298.69748259336836,298.5641509704353,299.9485369237918,300.3735179165666,298.95392411609595,299.24796890427166,301.29978289948986,298.5890174255729,299.9905686525614,300.6960399824879,300.2855679558534,299.3915925510067,,,,,,
1041,298.53832055655425,298.39282600552224,300.1033117109748,300.3128375345344,298.7849483984676,299.26547534159266,301.30299573217957,298.5007684689386,299.8353429528906,300.70350392229585,300.5202286315983,299.3929237967466,,,,,,
1042,298.5453730262663,298.46493769469913,300.52796824996125,300.50790334517336,298.92847967061425,299.5841702528794,301.5538984122009,298.59029943579355,299.9560288912844,300.81803943261684,300.90188946093286,299.61500229372194,,,,,,
1043,298.5790551511579,298.77295452823637,300.72415580028854,300.5249622224979,299.10124974336094,299.85596422757743,301.7582808061252,298.8092495979743,300.1717696969777,300.8528122275641,301.1502265707172,299.9272469763791,,,,,,
1044,298.60281694431643,299.0455050060736,300.8412151836754,300.5149869908942,299.30142520637645,300.1339473538505,301.70491406355336,299.177810093599,300.40914268992157,300.82175242329555,301.277955523315,300.2569659349008,,,,,,
1045,299.03324185122904,299.4352851651198,301.0549507860335,300.34687293635676,299.7709786051111,300.56288331049956,301.5207429201891,299.79604358154734,300.74267612554206,300.8979035300711,301.35423529545494,300.76051020857307,,,,,,
1046,299.65997918157376,299.8637576846476,301.4923393562754,300.4414072190478,300.4321559289953,301.2253936073394,301.43140161354796,300.5327130149661,301.1998483532223,301.0149582918317,301.584260348899,301.33926489762285,,,,,,
1047,300.1795825007362,300.25214840922996,301.88081854538024,300.5988471185512,300.9731765349808,301.8242267490212,301.3971656830103,301.17264535945833,301.4432892857068,301.00751142595,301.92598661740243,301.9509956421507,,,,,,
1048,300.40147262055,300.5427253764438,302.0506227712183,300.8179901346851,301.22827770460253,302.2261526088492,301.3381048313411,301.4669801405643,301.26836387579874,300.76395256952617,302.2206140115482,302.3834738353084,,,,,,
1049,300.384268102612,300.5160276937941,301.89847051220886,300.7422476650709,301.08068523380916,302.2671451268075,300.9779819294369,301.43667236482594,300.7435439374079,300.3682839721884,302.1090793369521,302.4671832550151,,,,,,
