Experiment,piControl,historical,historical,historical,historical,historical
44,297.00198913601463,298.09544850451533,300.2602626426206,297.12274116174126,297.923583261422,296.3645561251872
45,298.37699427303875,298.16386262154447,299.2912538552995,297.69598825117714,301.2318141823951,300.04394483809415
46,299.1197105040081,298.11780771419177,299.5517090454259,299.25679379250704,297.727972192816,299.2998898540791
47,298.0624070812942,301.120709730217,299.6323294782762,298.16511065881724,298.98705168921487,298.6268529204979
48,298.63582716395433,296.51938406875735,298.59230664834314,297.77284900164517,297.2558107678685,299.3261250728158
49,297.8276835604285,298.0611211432839,298.2802711852135,299.1175136254806,298.29200632748837,300.17748270985044
50,299.6556681881209,297.79436621197715,298.3696865510578,297.23663203377083,299.8686092363353,299.31777946021117
51,297.92841976505315,297.55278250084757,299.35637729393596,299.4725450583037,297.74666801704353,298.04768318314876
52,298.7093832613175,298.6181735697165,297.3584937931314,297.1622756508054,299.4493350069997,297.43605389287086
53,299.6165020759815,297.67749123115397,299.34742590239927,297.05696355306446,297.8915099162978,297.9850646473698
54,297.9299830170715,299.1931593732272,298.08956644255073,299.64723859274153,298.16447994455683,299.3126866343273
55,300.2907943602587,298.7757208323837,299.2060467201408,301.36892913376255,299.3644562229531,298.05434966339755
56,297.79631878289905,299.122928651,300.14959322331055,297.2984998772112,299.46977835445733,300.0303872243649
57,298.2546994999504,298.72675718640204,297.88865225511296,298.92385672731626,299.4235420393796,300.6185504789446
58,300.20758898696664,299.42530646654626,297.9989772679701,298.93457881387957,298.84502227932944,298.2556927966578
59,296.68204577770865,297.8131241555288,298.59088887378067,298.4942509177558,298.9919127051525,298.36425751934183
60,296.76907918635953,299.9410801231419,298.12301289568956,298.64579505016394,300.37616710202815,298.3348038064203
61,297.7185287866771,298.2397734393184,299.63641970002885,298.9970910216871,297.55625398251465,298.8312142739698
62,297.6092724638035,298.2105580292448,299.00657385941844,298.12557898796416,299.4748350589437,300.0926748144884
63,298.78553433857735,298.70974963646,297.42857735460444,298.91507579008083,300.86555819845427,298.0510486462412
64,300.65169099149597,299.8825252325415,299.9672870682871,298.77753613599106,297.53466907298105,299.45179436088745
65,299.71789627467507,298.82611518230755,299.46954574227476,298.5637769111466,297.72142093684465,299.9041646678054
66,298.15988268976434,300.89235948673263,297.624849317807,299.01810176498856,299.3951622100547,299.57256995505094
67,298.6705100241645,298.71017972655363,300.1936854469838,299.8029232891467,298.93102174507464,298.1012363608758
68,298.6420576386564,298.5518088051833,301.15298620144654,297.9248934627003,299.1626640653828,299.5396535234859
69,297.5220925965636,298.0932280285887,297.6847964704763,299.70166666409233,297.4807654057931,297.64304507338545
70,299.1709832565561,297.38999917993505,298.57877914071923,297.9506179489224,298.4296849317022,296.17180141650573
71,299.440130836876,298.4883595184929,300.70818171639354,298.08002799865784,298.0274858098774,298.44031015649085
72,298.0673384680521,299.1719356216251,297.0366706758787,298.50046520897223,298.9075425726781,302.1760561969421
73,299.15788410693176,297.1720655165671,298.438341504163,298.47830095441316,299.59065712593593,296.50713264872337
74,299.35328023703096,298.05725017953597,298.9966718195683,301.44518319278717,299.61845324213135,297.43324897962384
75,297.51741434804416,300.07075077675483,298.36657368492587,298.01988795118,297.4824289722116,300.2095378409606
76,300.06357061325605,298.73066880625237,298.7828907160825,298.0819450028627,299.5486401452331,300.5373557664657
77,299.2548156430332,298.2666118237175,299.743518128609,299.21953142482886,299.00426118566793,296.48158308222713
78,298.3017369995288,298.04941547954064,298.9506184667124,299.0232424168302,297.6058669575798,298.006886036617
79,298.17858883256486,298.8325103613619,298.7769599561516,298.3918233169619,297.9748758158443,299.43200825375897
80,299.6022105826382,299.1954739728791,299.71918519540856,299.51229660187823,300.18888996802156,297.87098880221924
81,298.6542576291121,297.66991316462,298.2110921881831,299.19234336310586,297.8871199580465,299.7526894063896
82,298.6388449339232,299.8490506373277,298.48843416493895,298.2814564410354,299.07956147409374,298.70420373802216
83,300.0450978837601,301.12725409425826,301.8596529642129,299.549326685101,300.9440288680115,298.5906967535586
84,297.1058796968917,296.73009188070347,297.63782869093757,299.59766566785083,299.01045325029077,300.1089920891216
85,298.11564129219806,297.48850807968057,297.6729469400225,296.7862915729054,297.79738147842727,298.57288584653185
86,299.9829646935945,298.59055549212366,298.3757292310864,298.43598899077256,298.80854202978423,298.45113715725427
87,296.6926083080713,297.9697535825488,299.77602434859114,299.9998179594106,299.6888453623719,300.1750817677262
88,297.62368522517755,298.32695885723473,297.61296139012035,300.6200594998896,298.30383442978746,298.08996555592876
89,298.21714888465016,300.7560950583225,298.76269211334164,296.91453113392276,298.1984875878517,299.4318600652404
90,296.5390661177733,298.1176119679876,297.86187951448636,298.479801644529,297.94689201728437,299.4105295665357
91,298.6164019897372,299.6465052447823,298.076421604952,301.7350389045995,300.04459498641,300.31231536156224
92,299.2721761368918,299.59407885030254,299.5869671542512,297.86888945054005,301.2936714970975,297.8298544585144
93,300.931698007993,299.05916001824073,299.7279271611837,297.93030642027907,296.7553153720921,299.68668466882406
94,296.95090459217573,300.8967515090355,300.42469883360286,298.1297722170625,297.7628515427497,298.9517387274529
95,297.9223161914852,296.80287411275225,297.26416704661455,298.98094880628287,298.4333920862494,297.96399855321744
96,300.5250626357672,298.10906959178,299.59527088495213,299.59911912156014,300.6694775751708,300.517575201287
97,297.90677711718354,297.2837552371393,297.36939273272907,299.3207923094904,297.3926057037249,297.2777493697133
98,298.9065753442273,298.5093898822753,298.17290013913833,296.87556225231384,298.6584122485816,298.4933253280156
99,301.2368530780754,299.0644646664065,298.7220764276905,300.26059426301214,300.565933884106,298.2628659478011
100,296.63564447376433,297.00649241913237,298.1951119485729,299.588959982129,298.3291985359181,300.56401706137416
101,297.21254815471633,300.2456066548794,298.08362702089573,297.6848590700867,299.3919786993932,298.32815420055573
102,298.20331451859437,299.91367903447946,299.0645683493714,299.0022789506498,298.6598922818869,297.3205858671833
103,297.9793076373969,299.29125343222444,299.2732446425046,298.7548831331025,297.0129357329719,299.34673573733085
104,298.674211708224,297.190514994541,298.9311918302656,298.7701842832782,299.0954186675871,298.0500959108788
105,299.6921305667073,300.8666833257212,299.7010838463991,299.0035391857051,299.6585751433481,299.7693468506509
106,299.7517870253201,298.2780079404054,298.14843369955514,297.6413760723074,298.94768622054323,301.11159130556524
107,296.6470589709981,299.2040178640639,299.6807620854581,299.26538964859895,299.3395809149411,298.54307452063904
108,297.80657651514093,298.34819358684837,297.77346116961803,298.6599920806955,298.7331876536903,299.0487024129012
109,299.22215948365357,297.00523587662184,299.7071436772035,297.52282363733184,302.2172781899864,299.7524139233786
110,297.54371450189404,298.7467036169281,299.77346065104456,299.87118581628596,298.0766721096867,298.9515425660558
111,297.8622887070899,299.6254467143757,298.9814229454808,299.3848985123452,297.7023880693397,301.9870863986369
112,298.5380048693269,297.73220206404335,300.90811579757167,298.1365312166566,298.19331910690227,297.1280076155078
113,300.06276658401606,299.6819656052251,299.3311996855331,298.1696637947214,298.1191942812365,300.35491149866994
114,298.4964865091885,297.12842917178045,298.40867540132075,299.95253380075474,300.17897535748494,299.7523311694562
115,298.7416507747551,298.94218592770875,299.2740283646584,299.6051179962705,298.5028081117129,297.15009918221637
116,298.789581160139,299.20068364035563,297.3813420932435,298.26185633940327,300.31429819635395,298.00045562377574
117,299.0042048132471,298.5559646240631,298.3993406220897,298.3074977430619,297.745933383854,299.33816147110355
118,298.2309363366149,297.8735113859032,301.07579512082526,299.3125646562988,299.77224298174906,298.7729724064177
119,298.2316737240463,299.108306308586,298.24020036092685,300.33494388826574,299.19256341907663,298.4589911441511
120,297.9079486103635,299.0358870797125,299.1577965683693,298.42523862205485,299.2365996287774,300.35049217814066
121,301.44306768910764,301.15104971925575,297.6365683256377,297.30297067401943,300.06679588182624,297.0693658814361
122,297.98413966450784,298.0952495528573,297.48880360772733,299.50054202855097,298.5289521648813,298.4803904964669
123,298.22668133247424,299.5482983539066,300.19684437716984,298.9559858467323,297.58295687952636,300.52465498100645
124,299.31733946196726,301.29137663578996,296.23414440915525,299.62534465382026,299.37344844335513,297.28865081340774
125,297.6777581579103,297.00537412002774,299.4581090093183,298.3275778099041,302.1418262062734,298.9506498677716
126,297.36181970637267,298.5681304786983,296.9885508166825,298.63638150225904,296.36927275107064,299.75074507487005
127,300.0831282969733,301.8269647547686,298.02476401205155,300.0958769279848,299.00103131969865,297.4698586352243
128,298.04565811731635,297.16235295146083,298.99627641346046,297.35064279210525,298.269770011412,300.96562722706875
129,299.2885439492975,297.75559584950565,297.35466235461564,297.6818260771657,301.71156317706965,296.54675524627424
130,298.2923262027836,298.9271184427034,298.84380104958746,300.19759561965975,298.15263281237293,296.92593881766715
131,297.27406880870797,297.41233383526463,299.04754204740755,297.68507510237674,296.64129484244353,299.8150628240139
132,298.47042331984545,299.848654188339,298.637337288494,298.3741425137735,299.5453440459991,297.698926691216
133,298.0876283784209,299.2948043789916,297.52078611279467,299.329676929295,299.1116557676655,300.43461730704513
134,298.5581277854596,299.3719828058815,299.1097451393002,299.13034376347383,298.8065200134947,297.5923354596742
135,299.88130519614265,297.4721115623039,299.9745011651475,299.09561937204614,298.26272556207255,297.4077459309733
136,299.9132231712602,299.867645033906,298.57547594694955,300.2819293492332,300.5461755498009,300.26896742032636
137,301.5185584418263,297.86754828277344,297.4883343290506,297.9091916789096,298.5451431267888,298.53563883844123
138,298.63712457006574,301.07088376397684,298.4464629165419,298.85428938806126,297.9960299759971,299.13553857098395
139,298.21065375764664,297.9636608693465,299.36663283202483,298.901735104685,300.6093639862084,297.63835149046486
140,298.345273872227,299.1264376358535,300.6744190297441,298.82114296715235,298.4719394810293,298.61398637950873
141,296.8037735369467,299.83927945643006,299.57551500408107,298.05343603096,299.09829461510594,301.9272726814374
142,298.527240247839,301.1119348623298,299.6724087834414,298.6473719603289,296.92826188148155,296.06331289325976
143,301.47154837011755,296.10678043098034,297.9118902841708,301.00353762238586,298.19757117092985,297.75724194305786
144,297.20893667087336,297.8051291745117,298.73072658725204,297.4020967764868,297.3689163773917,298.8089662441245
145,297.93728848591195,299.50601826226904,297.48840573122243,298.5968259496527,299.60226790964447,297.1909928167642
146,298.5148535725438,299.3940094600961,298.0089180369155,301.2057055797772,299.4367643280314,297.3016402427779
147,300.0966842385084,297.6785011443561,298.40450053232115,298.9431086126776,298.74243344858314,299.0513536218978
148,298.03496095680487,298.887262885682,298.71698990348136,298.9259445721632,299.2591473867008,301.4620885267346
149,300.4597968944312,298.9707733079469,298.6755481706601,297.5482590315491,300.6344345967902,299.15496357732695
150,298.09352969222215,,298.6747163647602,299.03131611969116,,299.80371388535826
151,299.28311086903676,,298.10588669883373,297.30729838115093,,299.3182717953329
152,296.68219761096697,,301.14453893492606,297.9535428222536,,298.45021923507767
153,298.14384338593555,,299.31585146836943,299.2616382865095,,297.59777796827865
154,298.5023771151735,,298.98986314641087,301.43204271410764,,298.0116886141429
155,298.02543710620284,,296.36672119529277,298.01179250581725,,300.5032536736351
156,299.42713346808296,,299.1799713180929,297.84392075391054,,298.23078273291907
157,301.17568922448976,,298.7408534599626,299.6820342460853,,302.036593398909
158,298.1949342104294,,298.59526628926966,299.4240099447732,,297.6934260557326
159,296.1734472585547,,299.29260137418845,299.6689108050601,,299.21937822704666
160,298.757932583088,,296.4308263625822,298.08769065516117,,300.9973362890132
161,299.6663583034467,,299.48574683948914,299.78963311752364,,298.6254437005548
162,298.9141987778728,,300.8801820467199,299.0648803559241,,299.2763289545904
163,298.29920237425324,,300.5628071518599,300.2334737885455,,299.4033123635836
164,299.1735620663684,,296.9953380330688,295.586617199151,,298.47743134710095
165,297.8493058818648,,,,,
166,298.24637361140253,,,,,
167,298.61685061182806,,,,,
168,297.91580784552553,,,,,
169,298.61602507543495,,,,,
170,300.77078022923223,,,,,
171,298.83251123686983,,,,,
172,297.95298279940306,,,,,
173,298.20839988630945,,,,,
174,299.6275056300172,,,,,
175,300.7090366152051,,,,,
176,297.7497232938869,,,,,
177,297.72858554388813,,,,,
178,299.0799643082127,,,,,
179,298.54999872348236,,,,,
180,301.47561146651157,,,,,
181,296.58470231661903,,,,,
182,297.3738610743784,,,,,
183,297.0209649601565,,,,,
184,298.8640586871756,,,,,
185,301.9763685742002,,,,,
186,299.28188883436866,,,,,
187,296.2772192896694,,,,,
188,298.4822847965924,,,,,
189,298.77671121021586,,,,,
190,298.12204267299234,,,,,
191,298.542338634284,,,,,
192,298.468375403282,,,,,
193,298.1936523831257,,,,,
194,299.46055117844617,,,,,
195,300.9057002524239,,,,,
196,297.9140175142383,,,,,
197,298.4896269641501,,,,,
198,298.14774824073,,,,,
199,298.1903847563992,,,,,
200,298.03395112726486,,,,,
201,297.916975549905,,,,,
202,298.8742208197081,,,,,
203,298.44678172289264,,,,,
204,297.24998615401296,,,,,
205,298.9881996138325,,,,,
206,297.8010717529033,,,,,
207,297.47846331234626,,,,,
208,299.22511462141955,,,,,
209,299.30293520371885,,,,,
210,298.1344638787455,,,,,
211,299.1625317673551,,,,,
212,298.9507471337632,,,,,
213,298.65312525821037,,,,,
214,299.8210429810527,,,,,
215,300.03788207330433,,,,,
216,298.5993492869976,,,,,
217,300.62755862332506,,,,,
218,298.81436280441864,,,,,
219,298.9341042820642,,,,,
220,297.83007499816557,,,,,
221,298.53334482845634,,,,,
222,298.4999678134058,,,,,
223,299.4558973209159,,,,,
224,298.3068933730249,,,,,
225,297.96614395819273,,,,,
226,300.1382452455226,,,,,
227,297.54401556208666,,,,,
228,296.80784186055627,,,,,
229,298.6684813639876,,,,,
230,298.1726221897637,,,,,
231,299.8551020201364,,,,,
232,296.65666384975015,,,,,
233,298.55180462148934,,,,,
234,297.73900860601697,,,,,
235,299.722013720888,,,,,
236,297.9966744232495,,,,,
237,299.6100137866687,,,,,
238,298.3663835260408,,,,,
239,297.99292255916225,,,,,
240,299.6028779267039,,,,,
241,299.5604497424646,,,,,
242,297.06516160422416,,,,,
243,298.115551088566,,,,,
244,298.4434730161996,,,,,
245,297.4442731404497,,,,,
246,300.866404710975,,,,,
247,297.159408375952,,,,,
248,296.83442616292444,,,,,
249,299.9950039620603,,,,,
250,297.97008407665527,,,,,
251,297.8771440016604,,,,,
252,298.44242988224386,,,,,
253,298.7445669978613,,,,,
254,297.55424701296647,,,,,
255,298.75167291800307,,,,,
256,298.28601869053864,,,,,
257,298.95963543997533,,,,,
258,298.13130645612694,,,,,
259,298.93031562127226,,,,,
260,299.4686192017815,,,,,
261,298.0298904100652,,,,,
262,298.9938302258945,,,,,
263,298.5082293667411,,,,,
264,297.3777411597418,,,,,
265,298.7098877799693,,,,,
266,298.99110424495785,,,,,
267,298.19133687052505,,,,,
268,299.00729925286504,,,,,
269,299.2125228999534,,,,,
270,298.1387123898899,,,,,
271,298.83195798734573,,,,,
272,298.5182952124259,,,,,
273,299.80484044678457,,,,,
274,296.98331573169213,,,,,
275,297.386917250332,,,,,
276,298.91251783327033,,,,,
277,297.68560506505963,,,,,
278,298.9150504611895,,,,,
279,301.0429140677363,,,,,
280,299.420893486436,,,,,
281,297.499674931338,,,,,
282,301.03233989626807,,,,,
283,298.77855514785387,,,,,
284,297.7061836220909,,,,,
285,298.0451405601624,,,,,
286,299.40272365828747,,,,,
287,301.7456557740203,,,,,
288,297.3759135034873,,,,,
289,298.3754218365777,,,,,
290,298.1972485730585,,,,,
291,297.4235845972439,,,,,
292,298.4644696723863,,,,,
293,299.2046106278653,,,,,
294,300.5488077703205,,,,,
295,297.4071650106658,,,,,
296,298.33943916560094,,,,,
297,297.6756579259517,,,,,
298,298.970141911064,,,,,
299,298.7519060513653,,,,,
300,299.7384091864423,,,,,
301,299.07030089085873,,,,,
302,297.6175102201515,,,,,
303,297.5896481127499,,,,,
304,298.6018765163611,,,,,
305,299.0461865520295,,,,,
306,299.4674596067428,,,,,
307,298.29473969501333,,,,,
308,298.67215451663463,,,,,
309,299.1328494949312,,,,,
310,299.21250422650326,,,,,
311,298.0268387190515,,,,,
312,299.0443020777199,,,,,
313,299.39019140994355,,,,,
314,298.6358478104598,,,,,
315,298.6805789136667,,,,,
316,298.0956940985392,,,,,
317,298.9870464205998,,,,,
318,298.65229574925684,,,,,
319,298.0219324754507,,,,,
320,299.44923474843137,,,,,
321,299.17300562978784,,,,,
322,298.2175730425763,,,,,
323,297.23276131628063,,,,,
324,297.52437605983897,,,,,
325,297.4518308676564,,,,,
326,299.01241803420754,,,,,
327,299.00293865859686,,,,,
328,298.71090226708367,,,,,
329,300.6551712957275,,,,,
330,299.1103792551526,,,,,
331,296.805917601354,,,,,
332,299.40059185355,,,,,
333,297.52821217344496,,,,,
334,298.9063130481217,,,,,
335,298.7442814924402,,,,,
336,296.9270311070358,,,,,
337,297.6255132840071,,,,,
338,298.7063148869113,,,,,
339,297.904684851973,,,,,
340,298.37645952981467,,,,,
341,298.04867312252463,,,,,
342,298.5645185080166,,,,,
343,299.1424577515051,,,,,
344,297.45414262803314,,,,,
345,298.73493071602627,,,,,
346,299.2882328414879,,,,,
347,298.35680876777604,,,,,
348,299.2963083029496,,,,,
349,298.2365275240314,,,,,
350,299.7553623073635,,,,,
351,298.99415851982593,,,,,
352,299.2258302192652,,,,,
353,300.3547662072076,,,,,
354,298.13061822933804,,,,,
355,297.68820021721166,,,,,
356,298.3755998216024,,,,,
357,298.3460472815916,,,,,
358,299.44918703296554,,,,,
359,298.82945687401434,,,,,
360,299.68983297626573,,,,,
361,298.18910537504985,,,,,
362,297.26730996334715,,,,,
363,298.908316710272,,,,,
364,298.87836770878624,,,,,
365,297.8545883274829,,,,,
366,299.7426044109283,,,,,
367,297.2899629309555,,,,,
368,297.30112093118237,,,,,
369,299.70609869317383,,,,,
370,297.7423225149994,,,,,
371,298.06730544030444,,,,,
372,298.83227863237056,,,,,
373,297.7934052269456,,,,,
374,299.42294919497203,,,,,
375,300.6482408300771,,,,,
376,297.97649086070965,,,,,
377,298.8842909895497,,,,,
378,297.4468321305823,,,,,
379,299.70961496630406,,,,,
380,300.3295175379801,,,,,
381,299.23291278823683,,,,,
382,297.6355282057548,,,,,
383,298.9454334012171,,,,,
384,299.0467872056033,,,,,
385,298.50531729788617,,,,,
386,299.79494223117285,,,,,
387,298.4814863273769,,,,,
388,297.3076164330068,,,,,
389,299.42006604265106,,,,,
390,294.810044003569,,,,,
391,296.38896820601224,,,,,
392,298.97408458674903,,,,,
393,297.81198432266484,,,,,
394,298.3661593522673,,,,,
395,301.80669232202484,,,,,
396,297.12958187124406,,,,,
397,297.7572627092578,,,,,
398,299.44325534243757,,,,,
399,298.2807649348231,,,,,
400,299.9425107216309,,,,,
401,300.2420884660573,,,,,
402,297.53604006321535,,,,,
403,300.5193238342077,,,,,
404,297.60698810082346,,,,,
405,298.6738200851058,,,,,
406,297.61463473393576,,,,,
407,298.7339109007746,,,,,
408,298.0189628319636,,,,,
409,299.7138639373988,,,,,
410,298.7510408348865,,,,,
411,299.4555756966967,,,,,
412,299.9056515997475,,,,,
413,297.2709564457522,,,,,
414,298.32395791463347,,,,,
415,297.8034223487523,,,,,
416,297.0369142679653,,,,,
417,299.3381122634924,,,,,
418,301.37880517172647,,,,,
419,296.7277616787064,,,,,
420,298.6797153133796,,,,,
421,299.80997527182416,,,,,
422,298.38529735049684,,,,,
423,297.54096555985285,,,,,
424,298.55872313964113,,,,,
425,299.32479097479137,,,,,
426,297.62414307562864,,,,,
427,297.49070618431523,,,,,
428,300.1196805669627,,,,,
429,298.562516041674,,,,,
430,298.38912749832315,,,,,
431,298.60519447427487,,,,,
432,300.12149387381726,,,,,
433,297.4860478262164,,,,,
434,297.4251120540119,,,,,
435,298.9605135704812,,,,,
436,298.34357985717475,,,,,
437,298.41781402893133,,,,,
438,301.51151345146343,,,,,
439,297.9053707221887,,,,,
440,296.56129001677397,,,,,
441,298.7299442003367,,,,,
442,300.65094841388196,,,,,
443,297.0174627438892,,,,,
444,297.26701949778595,,,,,
445,299.46622734242226,,,,,
446,298.4237353265631,,,,,
447,298.04046720340517,,,,,
448,299.4647917482568,,,,,
449,299.31865572651657,,,,,
450,298.6437568178305,,,,,
451,299.61223575457547,,,,,
452,299.0797276309095,,,,,
453,298.1966632435554,,,,,
454,298.02611634816026,,,,,
455,299.02280166294116,,,,,
456,299.2627233560581,,,,,
457,300.93756557226266,,,,,
458,296.6224248521873,,,,,
459,298.5563084790983,,,,,
460,298.3226411515616,,,,,
461,298.7384778177545,,,,,
462,299.7366348118642,,,,,
463,299.09364391765735,,,,,
464,299.88826891166053,,,,,
465,297.36538036518414,,,,,
466,299.18110638385457,,,,,
467,298.8818657973928,,,,,
468,298.27405538285785,,,,,
469,299.6164808074,,,,,
470,299.3087513366293,,,,,
471,299.0950201198455,,,,,
472,300.61634549885486,,,,,
473,298.59643158421346,,,,,
474,298.4159345742334,,,,,
475,298.25293550650696,,,,,
476,298.85101695006733,,,,,
477,297.3502630497928,,,,,
478,298.67859291020545,,,,,
479,298.44913433633087,,,,,
480,297.60582544001613,,,,,
481,298.0145812785601,,,,,
482,299.1338481475979,,,,,
483,297.5203911099389,,,,,
484,297.74230641312414,,,,,
485,299.8979051562608,,,,,
486,296.7864095342434,,,,,
487,300.1641662121904,,,,,
488,297.8604976695808,,,,,
489,297.49385408892715,,,,,
490,298.0782941365296,,,,,
491,299.6689823176477,,,,,
492,299.54882701808566,,,,,
493,298.67247547553956,,,,,
494,301.0860373798566,,,,,
495,296.66726047369747,,,,,
496,299.3570483312722,,,,,
497,297.3992186299206,,,,,
498,297.73183433461674,,,,,
499,296.8075011569398,,,,,
