Experiment,piControl,piControl,piControl,piControl,piControl,piControl,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical,historical
69,301.22822903138484,300.21374100660887,,,,,302.44019683653283,302.38935611734394,302.48767026318393,300.11366633675175,302.3779380933609,299.397588966727,300.5028979176188,300.445534196499,302.5415818468855,299.41401547755726,299.5055006059876,300.52783669057027,302.61360076811064,302.00083454838614,300.7715724983639,302.2952148580599,300.4446528471385,302.347584723552,302.31927666914913,302.5584419641929,302.4530957237633,302.3474041974348
70,302.4078439471006,301.69584152784796,,,,,297.89987410101804,302.0216859916,302.7463723539588,300.33677968821297,300.8322592588028,300.0175689309968,300.8233768169466,301.7290595234491,301.5174608339167,299.4839458668048,300.0636119050483,300.1577407891039,300.4960476274113,301.8685781242538,301.5206053164199,298.8215718782499,299.58874825736353,300.61210483562985,302.3591620874879,297.3760609239345,298.73403794794586,299.7173390153389
71,299.8039833460468,300.9364599005951,,,,,299.7330442859991,299.29437778914206,299.3146009512165,300.2160196339354,299.89133828244957,302.30091220765524,298.9767898895104,302.4518288703609,298.8978333318244,301.58280718115486,302.38773889367917,302.3369830866449,298.82799684369434,299.1494717605851,301.1220788099188,299.73182467190253,301.07474074989705,299.7880038895268,298.768277159618,299.26588870098334,299.4970324639554,299.4494657506425
72,299.17113540599064,300.1710202912256,,,,,302.32206162351235,300.13025728983877,299.258273275982,301.47202702412847,299.90132525512195,299.8050916843165,299.9187068756474,300.17700605478836,300.4706741485975,302.18718299280283,302.3552217034833,299.50813507519933,299.49110106516156,299.7376520753292,302.50945455329406,300.8676248323736,301.0811459468523,300.6267409486671,299.7273736139859,300.84246724420296,301.8645190689778,300.6197627459397
73,301.8612367252625,301.2666538335168,,,,,299.4787728438842,302.56833335536305,300.58765893785613,302.411091146861,302.5650558278364,298.83399516369576,300.90787384446793,298.90583329638997,302.0908408177217,298.641803882685,299.5227302115728,299.5894450509921,301.2442600135939,301.6631172931616,299.5138466091839,302.0689842246425,301.88777323216345,302.2772176273614,301.04405253845067,302.40951507721434,302.2984074524749,302.2446222453588
74,301.22792616623855,302.41535025354483,,,,,299.52607394183656,302.5477304973609,302.4798341058815,298.62872757441215,300.10322469421186,301.12977286544566,300.9992708616866,301.22010340754184,300.0502855488485,299.1542863149959,300.3348769143517,300.00075550023206,302.21839621020587,302.34099066477773,299.83814526118584,299.0828149911068,302.20732367537676,302.5374445001483,302.29613196763233,299.7822203570583,302.18909415313124,299.00793222039334
75,300.9899120671136,299.6247896985388,,,,,300.75424556240426,299.9038045364677,301.11031542562654,300.06599380486983,299.50016001367277,302.4916633681333,302.2035387341648,301.50070185525493,300.27574318142314,298.8617718706116,302.4724085040946,301.1501580886084,299.94292802880096,299.79832534518965,302.105393110985,299.0371739484899,299.5536263503365,300.29503128718255,300.47694794706905,298.4891541113847,299.66304371052075,299.64427108980414
76,301.00573087218487,299.9156341955868,,,,,302.5127332046549,299.0270864624688,299.22979123226696,301.7477193748983,300.42915973790537,300.4709268587642,302.5839106347474,299.57138386769503,300.8869097660252,299.87056632640264,300.67471550186434,302.3361954391917,299.7050179522005,300.17802856429176,301.84142071647784,301.1835511737861,299.8818917506521,299.0398071515783,299.08445533267104,300.8459014727662,300.49768109059465,302.3103948987266
77,300.6945129246023,301.8684145137609,,,,,300.891432574497,301.0301774638149,300.2298352972944,301.2610016076048,302.43707477295675,299.56262678868706,298.0653276600788,299.9401912379135,302.4870933407329,302.5850619069647,300.2343870828685,299.0785812791933,300.63805676263024,300.74296318208684,302.66448290868294,301.33238748821896,300.9164564235862,300.1665901773096,301.52087674744257,302.37241364341656,302.3734751969362,301.36624585739145
78,300.91651818248175,301.07456513513745,,,,,300.3833983855022,302.64573061072224,302.66510702109366,299.3062713700819,300.3883758884205,300.502958072668,299.042228308826,302.1334757340741,299.3211111529301,300.89728820712855,300.0421728921225,299.23133115039553,301.0057601682931,302.28251411293087,300.1459979355941,301.879666433256,302.0722262827364,299.89533576105265,302.3748801822432,300.3495339895882,300.55061176547343,298.9867329814785
79,300.2755884232304,299.7907667299849,,,,,302.26897924744003,300.93486932455255,300.5276876312733,300.16080396814704,299.35200954424886,302.50107481236205,301.6627160132159,302.2314723103378,299.3904745390646,300.17202957713624,301.62382905952234,300.70068074966923,302.27868071665915,301.0798688507826,299.979798807852,301.8698222582783,301.4881476809249,302.24728288503223,300.47826794787096,299.7295897770446,299.62200597249415,299.42863999259515
80,302.12131156690367,301.19118536084,,,,,299.8951006873896,300.98579708834245,300.42881181436354,302.39721982313444,300.8849502932491,300.2299105879675,301.8374081722929,301.3942576805658,301.1541929614463,301.2782208072849,301.37027489742894,302.50986480151636,302.10418641282257,298.7105500382817,301.00862970936106,300.37373533150156,302.6781271339671,301.4614812994013,300.3445433314666,301.71320426332596,302.189635224739,300.42774202145165
81,300.5472684831223,302.07109927830817,,,,,299.69111869256153,302.5494006103698,302.4761255060121,300.62242648501996,302.18328105154154,299.66000308040833,300.97556950273315,301.4961179680775,301.46918701149775,300.2040929579843,300.3777273638014,300.3792301221754,300.8280546806887,300.0781523727564,300.20057463724464,298.8954300424194,298.68373910682215,299.69440830943546,300.02103981904,302.4176161975813,302.6540105038814,302.26360210600325
82,299.2248270857522,300.518040138581,,,,,300.18111846167227,302.2878880755555,301.04446680640245,300.27551603173623,302.60613970104146,300.91569557446223,301.48716060909396,301.6092973075758,301.19306572256045,302.0312018194837,302.160439871076,298.87844485251645,299.9327629247109,302.1948996522387,300.7797239850351,301.5371892838807,298.85529536770963,301.29936431806755,301.42703146060506,298.41970342967187,299.4258812122455,300.3763367344798
83,299.4269983434738,300.3169865895513,,,,,302.51120847763417,300.08558405072927,299.9305692450005,301.7868063764384,299.61091753661475,302.11866417123457,302.62518321356015,300.6398015579384,302.5485257361949,301.88593403413864,299.2030645672681,300.69968608284825,302.62444923084394,301.96453499945176,302.5164089930575,302.15188400786445,301.51051367426544,302.409046726378,301.73018000676774,300.1899551926758,300.1140191847562,302.01878338467276
84,301.8619056412893,301.14820190282126,,,,,301.30909567107756,299.04491312161866,300.4802838718388,301.0574753073893,300.106782394919,301.20539742240913,299.4064394900401,299.62320145367994,301.6082643967598,299.6500358037924,299.44097339277033,302.4442517261646,300.2691868504846,298.6287808434294,302.39207361558744,301.40960656380634,302.5978716066609,300.77312087149335,301.22187747298125,301.97081362283535,301.8772396467352,300.0405762141975
85,302.6556483029488,301.205198734111,,,,,299.4086557374603,300.9832724115415,299.5549142575732,300.5349366084769,302.0476215878322,299.93160280046624,300.0775145352058,302.0848964394593,299.74847434481427,300.2338900032027,301.85903691581285,299.77247814908213,300.24794077619623,299.4558597179677,302.7251454573582,299.4367127383869,299.2253715179397,299.23525952435557,300.25956469655256,301.9564676727593,301.2414587358447,300.3503626030965
86,300.42752098523596,300.7457694988373,,,,,300.52521117369685,302.6550091067183,302.18596337542596,301.1704430868442,302.1137216950977,300.62628242450563,300.1460638093109,300.1167330677236,300.40753410211795,300.8065780190075,302.75128518862414,298.91837331492417,301.16756792645043,301.74641153111065,298.75987704130984,299.0243586573243,299.5550254011597,300.1266136449644,300.9430750724852,298.9973662949332,302.3295807244831,302.5323830846581
87,299.3903022892875,302.5467338643006,,,,,302.2427309330162,300.7086335988403,302.61142591872385,299.25755236166293,299.0799150442337,301.69414984501464,302.1759034097209,300.4251846417087,302.4374287961178,299.6557108457646,302.10814781440484,301.18040076220785,302.7049013370126,301.4132292216969,297.5590129718205,300.5404295032945,301.8930512573013,301.7337653988809,301.26631380089833,299.15483704765546,302.57254561436554,299.69098419090375
88,300.17393888816974,299.8648373526225,,,,,301.4693817230487,298.99348662863997,301.43877329557563,300.5637870011803,301.6710532632603,302.4188748264619,301.0547528579932,300.03296593447106,300.44339461908885,300.7541872962213,298.79932635359836,302.56673333524003,300.5795892358605,301.6832913143731,300.0143181674322,302.5673528539772,302.71542388452264,302.33984107853945,302.30408944889354,301.16371893792365,300.33001746677945,299.81476758387004
89,302.1689505690126,299.8907638220059,,,,,300.4547332064711,301.3375258800739,299.8578064228821,302.4806236154634,302.7727337180624,302.318995455434,300.4809855225506,301.647778421059,300.0012561345566,302.40336553778445,300.7169193185626,299.16842957239106,299.1138546113002,302.4108777409298,302.5039639119101,302.23996783472165,299.16687183234757,298.5163335725443,300.34746295304166,300.3417743446142,299.3974754678805,300.7011952703735
90,301.66341588572413,301.7863488820981,,,,,299.8782600705035,301.4315224246728,300.3429917794872,300.55496806071034,300.34888274009245,300.244042683215,300.41871637977266,301.2257583318992,301.6526723541877,301.6125273527075,302.68711713100726,300.3283206524273,300.6687114418,300.8490991665953,301.7665423776918,302.5799933809488,300.3595193379053,300.5083165458224,299.30072041100726,301.40884586983935,299.94231383005007,302.6505895759876
91,300.5390148067942,302.4211598320775,,,,,300.87111713554714,302.7450453931729,302.3992440381148,299.73759048670735,299.99471221225605,299.92291084801565,301.9823477231023,300.6775210298775,302.10532813753406,299.6082698767768,301.60129647003083,301.00885330573607,302.62189199266413,299.5713431667367,298.86746989913814,299.74679488608905,302.3789972199795,302.04621401036854,301.0778969989902,302.16142297572037,302.52158035784487,302.53238940949
92,299.14863397547356,299.1265341445948,,,,,301.61510260988115,299.3777593461159,302.58067792508746,300.48017021994804,300.39537492614613,299.86015301014567,302.33562917975814,302.3162674425895,298.8405053090234,299.54528805541304,300.97732521437484,300.27233499217306,301.3021343254219,299.5872217839772,299.4946851998132,299.0373327233618,301.76576143633355,302.04700643993255,301.72277134893034,301.0576941158877,301.50380105056587,298.39744715367823
93,300.8168432654586,299.3652136853948,,,,,302.54514376126775,299.75988875213585,299.92682210208983,302.2469895523261,300.51625702675034,301.11075933158025,299.1633999317775,300.8889145691126,299.36273813952636,302.24020119831096,299.17514085843317,301.11949241122375,299.582435260956,301.6345765978595,302.5506250670032,299.9305677783929,300.98311701933346,301.6458117924598,302.16420696592604,299.22007306964724,300.20424854904724,299.6989296617471
94,302.3666147047489,301.00243334105784,,,,,300.62838872314023,302.09741807990446,299.59567087669615,300.365741404401,302.27897243877993,300.3535982566962,300.3225498309552,298.52934269502026,299.72250524311124,300.7289615904307,301.54545524631294,302.3507319200082,300.2592809914668,302.17327657947817,300.7702737240382,301.5375724058856,300.5040698104867,300.8109151159552,302.6499390319923,300.17869302739973,300.9573806568679,301.25616740766185
95,298.8522074247188,302.2578025143592,,,,,301.4534261061953,300.72481800297754,301.13734267212493,299.75340592373857,301.07654029308287,301.2497611558868,302.57775993359,299.426647628954,302.30844177350235,299.5268369016763,302.5901405276804,300.16397724140364,301.72822164769576,298.7952217151407,300.255078326672,302.5801424720317,300.9243363256068,300.1081462235581,298.3891675091408,302.11451490716263,302.12458737309197,302.71146813263533
96,298.7354551864831,299.7444471295239,,,,,302.5895540127927,302.50916548627055,302.67504980887793,300.4835425416403,300.84216451257754,302.3815170207986,300.2213104025266,301.55763900838866,300.1654033193358,300.47872014363315,302.4607113964433,299.2646647628715,302.50040551572846,298.69545677374214,301.64560561414754,301.0964121542104,302.7429170051571,300.4392243829486,299.1501879014145,302.39706131256327,302.69674984882454,300.97318633485656
97,300.0714474682015,299.33005491343835,,,,,299.8377609313072,301.3015493352394,298.63220095582625,301.2931766769096,302.49384242790416,300.66622988923973,299.51535920161155,302.07238365489474,299.5063645130333,300.99726098305143,301.52485351109164,300.0032337374133,300.64794719538685,300.8514800052638,302.7088929898302,298.93041316942544,301.11836995780556,300.66114310419687,300.4033261558322,300.0115466456397,300.48339694640157,298.787224853967
98,302.15073872978763,300.4682951431669,,,,,298.83553486201237,300.33383868413426,299.2276510876399,302.3782035972278,300.27099696357584,299.3464054883462,300.5933974991696,299.5683088439376,300.9384766122013,302.5533467231678,299.7352223991539,301.7662610643809,300.0018462671942,302.5238053555782,300.35722489978906,299.48564288105587,298.98654250111645,302.53234802235585,302.5633292087163,300.6915210778332,299.74368520237635,300.3133471626928
99,301.45882419986066,301.62120180801355,,,,,302.1564334919753,301.34471620070457,302.22747356679974,300.33850520202714,298.7022801642045,300.8421422937384,301.5075613521797,299.55730169823477,302.41917729803555,301.0234531185054,300.20282632299717,302.8020405832204,301.5712171474172,299.44022670428836,298.91540613496244,301.64302890776634,299.7713962142081,299.92704577377896,298.7125864257816,302.11409635377,301.2518393557663,302.34678072431274
100,299.19287879548705,302.4120603054555,,,,,302.331142856705,301.947305700595,301.8312991337029,301.18201917192533,299.924477142384,302.24371891767066,302.61405339392786,302.352133412317,302.3707052488102,299.83393168529483,302.2168185875893,301.1031120890143,302.37907279442703,299.93009015727097,301.0060826580904,302.26198526357604,300.9102125491563,299.23511669665726,299.9901004732003,302.07111226187703,302.571637389819,299.8145078066299
101,299.85082050929265,298.49012267401736,,,,,300.7846167440844,302.7545253886538,300.71119153862827,301.5756145448782,301.9691182801791,302.24660038942164,302.6543122158851,302.1534515261413,300.54710222115347,300.09952538814673,302.6506995955833,299.4123662445712,299.7950435823444,301.8250543832219,301.269864098814,302.4395947173585,302.6516829449119,299.6277219349318,302.53295946018585,300.7354928237423,300.8934422530662,299.49915662924826
102,299.9398525420554,299.1037774965364,,,,,299.6184758894111,301.0068301706676,299.68940789123207,302.34700471943864,302.6184750243469,300.9188776875056,299.52559412013164,301.82864231575826,299.67783749178824,302.2705127155688,301.66140240124463,300.2741160941811,299.21571364722536,301.4178852275716,301.9438007119907,301.7441057816566,301.1135067183832,302.16577850131733,300.71969191673776,300.3564758909909,299.85863460270576,301.19652704743635
103,302.10315417792117,300.9886880787424,,,,,300.5498121227472,299.5662012873311,301.48143022314076,299.8993538536967,299.9104004931872,300.274157216907,299.9004398077556,298.35617894116956,301.78490196458984,302.0333686344561,299.47723206735253,299.6778347170165,300.81373422014406,300.58471229845554,302.6974235291486,299.35859088342863,301.03565364239006,302.3333236197671,301.0199997746507,300.3943824516551,301.6363771170505,302.07660722700604
104,301.1637063074309,301.95740970100286,,,,,301.55519827351117,300.2295989122165,302.40848519559296,300.38680871881866,299.83803398170716,301.57379932803275,301.6621576781685,299.7485104511488,302.4886817604179,299.2529794710544,299.8509159202221,300.26852359576407,302.62740589284203,301.29297464995506,301.5980970394633,300.49087732129266,302.3385323157272,302.4374756044833,301.4931969982431,302.3961509715818,302.6992345234717,299.8129974885958
105,299.3289376055541,301.7944872665353,,,,,302.69784581089334,300.9652243700053,299.33343851368954,302.303978540177,302.1113293642063,302.14589642089896,302.51213249444373,299.9961465139292,298.86172172891673,301.49948188636245,301.3932312553195,302.11095479904,301.7425352384742,302.3294930911954,299.8452274094564,302.3547595859712,298.2275958475778,298.3645688955241,302.6701092988156,300.02354077442413,299.3905092566145,299.6066933250907
106,301.0125231970796,300.0096130086913,,,,,301.1640819512875,302.4405249921842,300.2682418214648,301.53197735297505,301.70495872292673,301.1868051942786,302.72241420737714,302.3258443916549,299.4929540738642,302.4507968366581,301.7137735535502,302.54401195515067,299.4150957554301,300.38173408845677,300.6617619528612,302.3763384183367,299.30438392510115,299.1997711631209,300.6636514072545,299.3434863637649,300.84828956522387,299.46436322054075
107,302.3799063356755,300.7754212861198,,,,,299.26038966959294,300.2147946481984,301.528295449943,298.9559026323505,302.3326319631779,298.9979636629073,300.20237231814565,301.9923633608608,302.4158001992935,301.6086590714197,301.9317827883612,300.08969051993637,300.21578050875286,299.7984018017344,302.4470714633635,298.72806256430067,301.21856027366704,300.6612713336674,300.34265251842686,300.3732692127753,302.63025178266895,302.02891858059627
108,300.15602124769435,301.49606012782255,,,,,299.98724570864994,299.3729149608808,300.7644368011891,299.94583926323133,300.2316772144473,300.76225405823743,299.58011650116555,298.8656326011654,302.6212679069725,298.33493523731255,301.67022737077815,299.6828381646389,302.5599271501187,302.368470495803,301.32547419943614,298.64775777477564,302.4418233586002,302.4269037445813,301.18495420576863,302.0001062529985,302.2683795525389,302.57222633969667
109,300.24392087197066,301.59616042781045,,,,,300.8123500529984,300.91346962934716,299.7904960688509,300.5901633957464,300.77978624038246,302.2159477815812,300.0296815551701,299.0339733320869,298.5582329884994,300.8665050073982,300.0005283636756,300.83967643441434,301.6332053190679,300.6374353473863,299.0872512813227,299.7400598944648,300.5039050342707,300.9071877388281,301.5120223235217,302.1996879643448,298.9577724921201,299.10604933778103
110,298.83918439246924,301.86852300299273,,,,,302.40922098662395,300.53847973060886,302.1786785234115,302.39589120658906,301.72171393469125,302.40688433506824,301.4764568010399,299.95709223916225,298.75733965562256,302.42959801524574,300.73984701230125,302.4699692767926,301.4197708112702,298.81259168781395,300.04066909256903,301.14277292663587,301.0927163095978,300.3380533715883,299.5072822983415,298.68445338685785,300.3884154483344,299.6626113148912
111,300.7380073000467,300.0612979989103,,,,,300.9322239326099,302.59031203481976,302.61958189511944,302.16728708518696,302.5924229975155,299.1828918906231,302.4386958357093,302.215567457473,300.95134784446265,300.5867683280851,302.47479701551555,300.9243144870451,300.20852851794115,300.3623817583975,302.6112395045887,302.52409752298144,302.45982970216187,300.47948590261484,300.5253784186811,299.4174538160325,302.222877910396,300.89950847051233
112,302.46477490938975,299.1955232183065,,,,,299.7695780077852,301.0749787667734,299.76197901763794,300.662112188005,300.0777695577295,299.3935670166634,300.8305922333354,302.6719363084812,302.3606000618679,299.3234252809307,300.0820648933549,298.7874064327843,301.34715682983204,302.2152522154245,300.229751822985,301.21653541896006,300.50345199927705,301.84858141401963,302.8138765839927,301.887755888348,302.20629172705065,301.9439977242759
113,300.52870065733276,299.19582444524855,,,,,302.14036859631074,298.84168677010445,300.2072897184527,299.9895875495675,298.1503856399336,300.30597599047616,299.71227114840457,298.4649888822609,299.8764721354825,299.7559085959185,299.1494539985885,299.4831651164603,300.76929686826344,302.25586617918947,299.46889295786724,300.7639630045143,301.33905660956475,302.2407072277692,300.5480467497444,301.81618732330764,301.3780578854284,302.0940086991946
114,299.13993400660297,301.3382546923992,,,,,302.2338134191397,299.50338584459274,301.65885636411264,300.2376904079769,300.3030752452798,301.9756248438687,299.0770267189742,298.74949278154725,300.17721836781743,302.2111090200933,299.67222042397924,302.0614767595498,300.7877694505907,298.7337470055644,300.3693229189235,302.2751379208769,300.86959542407004,299.1007900268365,300.7279497187308,301.1490173256414,299.9296999680787,301.3581308694101
115,300.30073680421395,302.221321658855,,,,,301.6904060297259,301.87429915997615,302.2638496759594,301.43684897701957,302.14679550984397,300.36671537873553,301.4117534141952,300.639860472148,302.1096386280192,300.34991083705853,302.2688055049653,301.0717585084786,300.5509866662682,299.2009092098972,302.41902865803604,300.6482920679776,301.81014593148717,299.7757036996254,302.23375075425736,299.82765142013403,300.1139613621482,301.1730788762814
116,301.1519121897995,298.13379389473266,,,,,299.71608454451,302.63756694553393,299.7974315351292,302.1411080923396,299.0947546259965,299.8474346234463,302.57629047177375,302.1309915169784,302.5551556688859,301.4564041647502,301.5879390562034,299.3054927009705,302.5391355535707,301.13515466607254,301.6524410557731,299.07562919813313,301.5177232630494,302.10290955575766,299.9338736046306,301.5162668041203,300.9600871641494,300.86927496008093
117,302.4611092112309,299.25754380913514,,,,,300.380301295397,299.2687423133512,300.0712130885513,299.40595080047746,299.80143833735025,300.4815429004115,300.9270987796598,299.33175818129234,298.9124391106153,302.3721935249445,299.59501164491127,299.7998159270969,300.8915580220242,302.26853951109797,299.483658197456,300.38210186458235,301.6700841457867,299.2673022953351,299.78428671787077,302.45222897746424,302.24646546897515,300.6811912750954
118,300.44346457887144,301.0741004215969,,,,,302.2462481939844,300.0110844330135,300.9569777708154,298.70102256647516,302.46246829665716,302.2991580111596,299.44931681410986,300.6481296803768,299.6977896010848,299.5616818229462,300.8925923847512,302.18396665356573,299.90085113949164,302.4598653976953,299.94685092707704,301.8422551870487,302.6338208447122,299.8083955728591,301.76234526494346,300.08090742966726,298.94211796810663,301.88626698590656
119,299.30329389710204,300.73692497898463,,,,,301.4679546384093,300.54639326079604,302.5307078590661,299.85575636506275,302.6275182915163,302.411289933982,300.11875906976536,301.3566303927868,302.5067468196403,300.1155888664461,302.51818878062056,302.3040611316262,300.4391920214858,298.1874127757657,301.8445432158341,301.2913991659622,299.9419967851349,302.05473243768625,302.58947672362916,299.24232274666605,298.9105466901814,301.71594772884754
120,301.06286280807427,300.92065716843416,,,,,301.57515083476216,302.2367600105313,302.3938059138895,301.1830327265925,301.1696654151392,298.6753956582238,302.5879876208045,299.9656053850526,300.9146623169992,302.49014201112954,302.7719175401421,301.05738525153146,301.925014374872,299.11138657174484,302.75773431452103,301.06348354637856,299.2279874362541,302.48108625533786,300.0805669599393,299.92375762996454,300.04972209774354,299.99826801847576
121,302.5138804529838,302.5570417664055,,,,,300.5984680632992,301.0806605831676,298.62400128941505,302.64182706017783,299.1693006104135,300.0985141409496,302.5783836917583,301.38141464551376,299.5781249399888,301.50884864818505,298.91060470326795,300.3443428062339,300.6304776646892,301.3908801656649,298.84653691321665,301.2835131478264,300.78838770440206,299.3623944318536,299.23968290035765,300.59748230400834,302.341272399546,299.5728764309452
122,301.00213031733216,301.35463425829266,,,,,300.02102908824594,301.84217295769344,299.421195294263,300.19196633332336,300.4714947644197,302.37270982718013,299.86784520173893,302.61810782710177,302.2599757235576,298.75749722339236,299.5572831658615,301.64963362817076,301.5322619743087,302.1955237399772,299.5691386208305,300.47290855053507,302.45886103006586,300.68143281799115,301.8425268296101,301.9605954934385,300.2478839878807,300.90084833585723
123,298.963201342869,300.3126259218968,,,,,302.3175434575273,303.0220384211616,302.2566734739278,299.59079939445013,302.4758664579744,302.0365367426485,299.43743761474144,300.9389807721959,300.3965005412909,300.1909428371473,302.18621698833635,300.2237306295286,302.3588358657633,299.3637631907332,301.8385838333911,300.37083265446876,302.7872671319589,302.3138997623367,302.3085741444575,300.7560643426207,299.12978652140004,302.4567293423707
124,299.04246423143746,300.03234870356647,,,,,299.604616606196,300.4870266542379,301.4854766682403,300.8915703065675,300.4706468672999,301.07680660903526,302.38467039187293,299.40069372279027,300.26973789757847,301.23705636993554,302.3707767092389,299.2722797087553,301.4905538304328,300.5993507846238,302.76428154568634,301.06032212094595,298.5379626491687,298.95857357622884,300.69504880913456,300.9084273744715,301.4655601993649,302.4683989728978
125,301.9695447482768,301.9048071805263,,,,,299.92501695043063,298.915606185889,302.5576624640649,301.7227462599117,300.4752556999994,299.0094788689846,302.48852634870894,300.52327728393396,300.38465466196385,302.3231719305965,300.587217986744,302.310669840373,300.13882570489096,302.58634508674334,300.49429258083075,301.8455178386393,298.5533783373915,298.7127688146253,300.09755896911184,300.4712202827975,302.64847349635664,300.2719546659093
126,302.33869288970294,302.09609347047416,,,,,301.72396787787056,301.14729647814966,300.2023973974958,300.7816780309991,300.659823999087,299.8003929746615,299.41641585529084,302.1313473769151,302.4517506652874,299.4135091964739,300.34998228449876,302.42462756449146,300.77090807747794,299.4652470681665,300.67430248634236,302.0423741037394,300.6239568613791,300.62122142280106,302.0621684332962,301.7138070815175,300.9099880747495,298.85692506163645
127,302.4237858275204,299.8820719253608,,,,,302.69290463580904,302.5224625957199,300.11339197950565,300.3921704723105,302.6377781973169,301.89862801150366,299.31276335076797,300.33695858190964,300.69017163875213,299.9587038441315,302.3198393717102,301.68530127127696,302.37679232087004,299.24989262512105,301.03388032981644,300.11397140808185,302.294444494259,302.2713403012836,302.6497258880661,302.35619202822267,298.6858579283284,300.1273993799379
128,300.24041581418584,299.31581931302844,,,,,300.2769695394955,302.3792426229714,301.8946124267747,302.20053363612595,301.20397712913405,302.5556985463437,302.09733100376775,300.4275282484943,300.3391808631646,302.1918420696614,301.3989096853984,299.4506123123859,300.61473066630055,301.38467719412495,302.549255935304,301.00141767684124,301.547531895413,300.6267795231892,300.4464780885092,298.38171483142463,301.04425914189545,302.33817780049685
129,300.19178440463423,300.1680752788853,,,,,301.55706207992625,302.21013897348024,300.6296596686571,299.86808917983825,300.31612939198476,299.12441868508796,302.8724113967628,301.4366765032999,302.3957195789693,300.2823995761171,301.3000293690762,300.9584011697356,299.52190001870673,302.2606541887651,300.58798528715914,302.3191553318925,301.36825388344766,299.72541337785754,299.9198456060919,300.0115520474513,302.73323997354015,302.62943858858984
130,302.2626254605082,300.97241234477946,,,,,302.08509321284066,298.72137755896614,302.5137581411555,298.82780571972194,302.2621418019339,299.5271688250585,302.3374632994867,302.3357903322532,302.7972022405807,299.3078929347044,302.6649154288413,302.247851544869,301.18125967940347,302.22565637092595,299.59869962269477,302.8088699889667,302.71158273927693,301.24588922866525,302.00632822448205,300.45905101461375,300.0888426535218,299.7552012598184
131,300.87191145796237,302.36939295166695,,,,,302.33589430016013,299.9013071030669,300.01819532911867,301.1131590932129,302.5987724110309,302.01085840806695,299.1329350309779,301.8902170499818,299.9465685024086,300.9832891791881,301.59385558622694,301.8395153854946,302.5584564969884,301.30479504376984,300.28530233606847,301.07259875165056,300.43069151116305,302.56933047430067,301.2725296685285,302.5064181266768,300.0213391053723,299.9227821345422
132,299.51401139199055,299.49971534136716,,,,,299.1504771835132,301.4481312418905,300.9707293563531,302.03903927840264,299.41504555240294,302.68883797939765,299.51430334985935,300.6611325350187,299.65760417717996,302.6142612484779,300.6352640262715,299.99026339018667,299.58915010758375,299.8758541444784,302.4765386893825,300.595827096003,299.8620731309629,300.87990548384465,300.354530153727,300.8195007730354,302.61324336653536,302.20735994566803
133,301.45159715025426,298.97435982089434,,,,,299.22127623664693,301.3827915409993,302.4713257255433,301.45241367605985,299.0977000445278,300.0818649687867,301.43278049409224,302.0973031777476,300.5199570011053,302.47907007089685,299.2436453368902,300.4181898361083,299.85460122651597,300.15479682988416,298.9773367384934,300.0200611460651,301.6128731624301,299.5204837396452,301.25833917522743,300.12670061524324,302.5111272713998,301.1567022750939
134,301.30997674917467,300.43590739585375,,,,,302.0199796486662,301.94535618506734,300.14742998465755,302.43279448967183,301.2441561818389,298.9922402069074,302.6581624180065,301.16629143443214,302.0485894410481,298.8025770172016,301.0718648740745,300.7960419941988,301.5843902188852,302.31253732377934,300.2827233649707,301.78084225618505,302.41627490407376,301.3058335042474,302.4292974675197,301.2803476571944,299.59456504910963,299.49914855472787
135,300.9201939712201,301.210924562044,,,,,302.607138324154,300.8963721568884,299.6698090760361,298.8822182066461,302.4955870052095,299.65230108396,299.65727804812565,299.25106896952326,302.7437775134792,299.3558751664206,302.59405011723317,301.17284631770946,302.70305300526275,300.4264062069608,302.80576994150175,301.46208131716634,300.6105692616746,302.3842099778023,300.09218957863374,302.5919827952877,300.2867212648689,300.35281402009963
136,300.27170615091615,302.3317177476426,,,,,300.431836119764,302.39507955961443,300.06542743647304,300.268340971362,299.702514781899,302.14487780967346,299.7397467734089,299.71203592576416,300.77003579317653,302.11451802621565,300.04483469597983,301.3438285724124,300.5363388121985,299.13072264481593,300.93479190223087,301.78667591755146,299.11548399309487,299.5663275558282,298.8565681715799,299.0755474991578,301.23107884198595,301.38189648955125
137,301.74953895811115,300.8270227403752,,,,,300.28964574451817,300.55467704134804,302.72469311107153,302.0444504096513,300.12818335933815,302.553385525342,301.91380115725275,300.8243146369792,299.4509258925123,301.3444342385104,299.66127940525456,302.72993854298153,300.91106557256285,300.2529317983961,299.3124434237111,302.0712808952921,300.71842624929945,299.38739663198754,300.6794013272368,299.19773674744937,301.45923022940764,302.4112796043831
138,299.10550729660923,299.3378043890319,,,,,302.0019304512491,301.00693878708705,300.73143839798985,302.38233584554496,302.48622994265884,300.69326403896747,302.68201371621825,302.23943912845607,300.95864259560364,300.0190768453282,300.1243578910728,298.30575137273723,302.7957782801734,302.3364919256018,301.32407834154253,300.7969204173268,302.7748866791032,302.0430837256869,302.5651724825471,300.65802952240176,301.46196622980005,302.3985851911738
