Experiment,piControl,historical,historical
43,300.3454660310221,297.2716701874778,300.95202570110246
44,299.2194439737979,298.87585102652264,300.6161683037144
45,299.9527866056644,299.591105151282,299.13925222836696
46,299.908329776592,301.0573422450057,299.7695231580438
47,299.8998030826329,298.4799474876368,302.2168731066734
48,299.08241576144536,299.44191327987556,300.11772112211605
49,299.63093815159857,300.588730763701,297.96472585739895
50,298.75114443742876,299.74073886673233,299.95129691940974
51,299.2802661389415,300.2273040238167,301.99212006077937
52,300.66663683361855,299.18624756956984,299.430618412088
53,299.50903066276925,299.06933525471703,298.90148584664945
54,300.6724111411017,299.4271215151078,299.9818116321297
55,298.71299422038607,300.35752422434797,299.6896347351315
56,300.4601072819099,300.24979993122986,299.22259884621155
57,300.0340626760281,298.79898641707547,299.660270548636
58,300.38502649084717,299.6668368017703,299.6477839660081
59,299.90054514302517,299.2968878331969,298.74498660629837
60,299.0560223204919,299.71258330442924,299.9355667636603
61,300.0322883764738,300.0162908102451,299.27902729608604
62,300.87885098635405,299.5766661340552,299.6022352299852
63,299.1809057880094,301.20320083079406,301.7079423076821
64,299.12862522183127,298.80783183469697,299.99377914068947
65,299.03596342421,299.35446375248637,300.26885683048084
66,299.66593524801095,301.8145163506125,299.8736351278116
67,300.35781801227796,298.7871069772139,301.80756616263386
68,299.5980998800625,298.99402660460856,299.3433939915931
69,299.6414021559155,298.5428984923445,298.8044281095617
70,299.85108537533256,300.34289758568724,300.84012918384457
71,299.40035787899774,301.54752735678386,299.08300043527385
72,300.4379542897884,299.4157944178102,299.1203680513654
73,300.661340616227,298.35785311209787,300.1566406062845
74,298.62112708640376,300.5480875095121,298.8652208605018
75,298.7802059795915,301.2752933602332,299.6273081829541
76,299.3638657021484,298.282194451982,299.76278304144586
77,299.1602241000826,298.75203398918677,299.4523149991226
78,300.1042164900127,299.36805822497325,300.3075327268741
79,298.84745466068455,298.72617529279546,298.70275627516224
80,299.79576305828715,299.6496980630504,299.1417151698456
81,299.78124866794195,301.65455754470076,300.21846247605885
82,302.32030157987816,299.3575642475298,301.50688519665636
83,298.04621661375205,300.35356814216703,300.91711752688155
84,299.2966891651594,300.0924742804032,298.6958799791072
85,299.28051132174426,300.7837450968297,299.83728352359554
86,298.7904561728438,298.2174193546952,300.14358116104904
87,299.2851360660179,300.62506927724553,302.44673589651484
88,298.2125873021502,299.67921149643865,298.8091590337474
89,299.5272819535083,300.21828958134404,298.25978855864173
90,299.32984813381296,301.15358299174113,299.8482611018939
91,300.1524726693738,297.7598446838442,299.8005613101202
92,299.83855408026466,299.8625888846187,299.26180250900234
93,298.2717195706184,300.971616127127,300.0355049144377
94,299.5125831521546,298.69184454709847,301.6567403332226
95,299.04551614984007,300.3890983015488,300.25598858893846
96,299.27283951419395,302.822244967347,300.95642447669803
97,301.03195059618514,298.2353450776018,300.29316657684126
98,299.921978494861,299.5932001160829,299.943968092195
99,298.6263229101699,299.6845553372993,298.26050311023806
100,299.311894506058,300.7837927601485,299.5245323723679
101,299.35168363173887,301.0635107909722,300.01080410196715
102,299.31399223982726,299.8728850077105,300.22138037741917
103,298.4645004815891,300.5693192226384,298.6656561839681
104,299.1885023245903,301.23880492945335,300.00539419146276
105,299.46158580270776,299.715198953356,300.32490000945586
106,301.1678984756647,300.4006106959972,300.39244709506863
107,298.17848551924203,301.72664201229355,300.74436548304334
108,299.199180134726,299.8523661969985,299.9213387104881
109,299.55903522398813,299.50247836528814,300.45253558077525
110,300.17524135905995,301.3217108390898,299.44834189706336
111,299.56175983628384,301.09502350143333,301.4619351257364
112,299.1866626273195,301.70160268827857,299.85726050327634
113,299.2626200534167,298.294485899676,301.3796248073975
114,299.8361507759558,299.2095623657279,300.8556843648451
115,301.5125510834833,299.3971224556121,298.89436098459004
116,298.2812221758167,301.0515913265725,299.892534400796
117,298.41758280251827,299.8689179111648,299.8349099623888
118,300.1891748191503,299.6130558960878,300.14474379738334
119,298.3790889321012,299.37480880097604,299.3157537140641
120,299.28063714708713,300.38963825916693,299.60908027083605
121,298.88909960572147,298.80025424065127,300.02887866575696
122,299.0141874404544,300.179033915121,300.2270132519134
123,299.8011837613804,301.59405554292533,301.6365684039431
124,299.50241243650567,299.6677834250275,300.46512617616753
125,299.43528877050306,300.2363083143274,299.24942061395876
126,300.20102793182787,302.4560010438784,300.2252867126073
127,299.180043127566,298.6836691371504,301.9122403506508
128,299.76205796132746,298.72027024829566,299.653491889095
129,300.17231220652417,300.62864260789524,301.04381512627646
130,298.7219159857297,299.77128524907084,302.86676389523103
131,299.54379392291867,299.9239953510326,298.7937955729205
132,300.72724516006684,301.71255081466967,298.55272620501006
133,299.1597330674322,301.0025281631834,299.5050351553169
134,299.3302766429808,298.4804318971164,302.3697373144512
135,298.95735371655724,299.8404995660321,298.6341403250094
136,298.3837224435329,300.98846404892737,298.77711158055604
137,299.2676024345768,301.9258615532594,299.828762442734
138,300.5628600856796,300.5331310240727,300.4854986597538
139,298.94601726905415,299.48879658807203,301.8481966123668
140,299.14747203466226,299.9111706250465,302.09030299493537
141,300.58666762718343,300.65312891842194,300.5101403976311
142,298.50850291715363,301.2632822120854,298.4293435488682
143,299.3553129783414,300.00343699084624,299.21529014635524
144,299.86702681492966,299.37445273762,300.39654730907336
145,299.13604384644805,300.841653092699,302.7514203996863
146,300.023427202061,299.7507767031793,298.83808358829236
147,302.1318301381209,300.7334951248115,299.80142104631153
148,297.3057107640041,301.1925027048092,300.02721838081646
149,299.04730259392005,299.02275591628876,300.98030016391107
150,298.5441727991351,300.28189822991277,301.6651867928737
151,299.1425978703921,300.201151683776,300.83245799800227
152,298.90974062325097,299.34588675699126,300.07882488122567
153,299.11091290488963,300.7079036626602,301.56103001711705
154,300.2364508499442,301.1629286925483,298.9951786478464
155,300.91740872802046,301.51995891758435,301.4480088513108
156,298.4587187266066,300.0135022389765,303.2525871864007
157,300.33509842794575,300.41122181889597,299.02896938323283
158,300.7260182036714,301.3747254239707,
159,299.24329660014166,300.4281225647348,
160,298.5289716058968,300.9168582796664,
161,299.63710174859375,300.2489732895571,
162,300.30596076553377,301.20824106325546,
163,298.38738127030365,301.4167181326914,
164,300.1921467818745,300.42537878771736,
165,298.8517477458806,,
166,299.47928715872575,,
167,299.9148759160808,,
168,298.8530512619144,,
169,299.5726868842974,,
170,300.31524319682075,,
171,299.18179989802155,,
172,299.72225711369384,,
173,300.72295732059666,,
174,299.14502066794415,,
175,299.61027076634315,,
176,299.2740326617215,,
177,298.053522351538,,
178,299.2537855536716,,
179,300.61507035692176,,
180,299.5600778653376,,
181,299.5990847831993,,
182,298.3705148941877,,
183,299.2964500733065,,
184,299.53019304907355,,
185,299.1858941677346,,
186,298.971438059294,,
187,299.21697120784347,,
188,299.2273971884135,,
189,299.51411632763393,,
190,300.28445886695795,,
191,298.2206098089368,,
192,298.76647130439454,,
193,299.63184718079816,,
194,301.46505682932525,,
195,298.8293407374345,,
196,298.9547490720227,,
197,300.56805439807835,,
198,300.63901108206863,,
199,299.3284496839015,,
200,298.90107188152746,,
201,298.65430014292554,,
202,299.12094446688155,,
203,299.6191840940157,,
204,301.22003144561137,,
205,300.56103813021656,,
206,298.26412238878476,,
207,299.5813217724467,,
208,299.82827876415223,,
209,300.3208594085257,,
210,302.58104269184395,,
211,297.64254824584145,,
212,299.02846316298206,,
213,300.0819616376307,,
214,298.8046037071355,,
215,299.19230016538745,,
216,298.26567713034734,,
217,299.2664564554021,,
218,300.5543386381657,,
219,298.8099125637966,,
220,299.65393384907605,,
221,301.6528428530599,,
222,298.88103769087803,,
223,298.4016131793458,,
224,299.61726822193367,,
225,299.02404041243295,,
226,300.1139513297606,,
227,298.850354617343,,
228,299.57304118712483,,
229,298.9568150335911,,
230,298.6231706729687,,
231,298.6677596120171,,
232,298.87442727222106,,
233,300.4109652645772,,
234,298.6820631821064,,
235,300.4627939494638,,
236,300.9366399732103,,
237,299.51970306289815,,
238,299.61762741033255,,
239,300.52943789247325,,
240,298.09691568381265,,
241,299.0654658953758,,
242,299.79655620072896,,
243,298.58483286494,,
244,299.57475052874855,,
245,299.53707878789186,,
246,299.5580403565528,,
247,300.6493995909329,,
248,298.5329574648943,,
249,299.8244796876757,,
250,301.0428745193777,,
251,299.2799381477787,,
252,299.81079828398236,,
253,300.2500992477367,,
254,299.739234193376,,
255,300.27509504352065,,
256,297.83989527613494,,
257,298.67184945871156,,
258,299.8144182410469,,
259,300.117037908431,,
260,300.41548779946095,,
261,300.1350763203723,,
262,302.19719125019645,,
263,298.5202380914456,,
264,298.79792527204813,,
265,300.10389153152147,,
266,299.3167028200405,,
267,298.8950717325566,,
268,299.69038020088556,,
269,300.352463755272,,
270,300.40703843645764,,
271,299.3641740922811,,
272,299.72711139617974,,
273,301.1967463993864,,
274,297.6033184018227,,
275,298.877534662937,,
276,300.44630916919624,,
277,297.99173604433037,,
278,298.3741681239692,,
279,299.6893690799969,,
280,300.119644810489,,
281,299.98214022491555,,
282,299.1806374325321,,
283,300.3062767864847,,
284,300.8922784055738,,
285,298.8538139320745,,
286,299.41644684446067,,
287,300.4558611048237,,
288,299.8071651818957,,
289,298.7591047232054,,
290,298.82393496705697,,
291,299.88651333842074,,
292,298.1925896440279,,
293,299.3847588803846,,
294,300.6351456950933,,
295,298.49468231080095,,
296,298.90111269580706,,
297,300.1788590085345,,
298,298.6820087009647,,
299,300.26631564674045,,
300,300.2718960539224,,
301,299.24080357749943,,
302,298.0578443272803,,
303,298.78713929039714,,
304,299.20537574981563,,
305,300.45118030706436,,
306,298.9054760476104,,
307,299.20593190741465,,
308,300.4749506888102,,
309,298.4478273896498,,
310,299.73976482466907,,
311,300.89936945890423,,
312,302.25619767043787,,
313,298.1997516068674,,
314,299.4582332941754,,
315,299.4164042083266,,
316,298.7030444903127,,
317,299.8680098200761,,
318,299.03098416857597,,
319,299.4606650081051,,
320,298.5433536557522,,
321,299.461936410305,,
322,300.4363871947897,,
323,300.77209539229654,,
324,301.0128117537517,,
325,298.39638667769435,,
326,298.50481183628125,,
327,298.8939967796842,,
328,300.3500212371992,,
329,301.8452521474914,,
330,297.95306189917125,,
331,299.7997746218732,,
332,300.167500888027,,
333,299.4870881324798,,
334,299.1243446884944,,
335,299.78765716023577,,
336,299.90532801097646,,
337,299.9155207434175,,
338,299.73120950279343,,
339,298.87695416767446,,
340,299.380082134547,,
341,299.6625462008681,,
342,299.31180327507667,,
343,300.0976010508395,,
344,298.3727534602253,,
345,298.58697976036314,,
346,299.29371351540743,,
347,300.42075142456787,,
348,298.583417118913,,
349,300.7733321093291,,
350,299.0120096767534,,
351,299.5720944925281,,
352,301.7183700263297,,
353,298.13746308109233,,
354,299.131261624293,,
355,299.1053961670946,,
356,299.18463717224586,,
357,299.6828807521002,,
358,300.11888063059183,,
359,299.0771065030478,,
360,299.9827961715403,,
361,299.9435112911765,,
362,298.72115178057317,,
363,299.6142053409273,,
364,298.51941256895174,,
365,298.66353826935705,,
366,299.521728388452,,
367,299.8358284629483,,
368,299.1355692058668,,
369,299.1034260331712,,
370,299.86002748197063,,
371,299.3107445670957,,
372,300.0219168840042,,
373,298.4820640302698,,
374,299.92566644505297,,
375,299.4154336615632,,
376,299.54743432140094,,
377,298.52075942076385,,
378,299.3974645256671,,
379,299.5835611111933,,
380,299.95537688928545,,
381,300.69546648024016,,
382,299.8555763585234,,
383,298.7565826770783,,
384,299.17794453112384,,
385,299.0337539670848,,
386,300.2585697091758,,
387,298.43124921617533,,
388,299.38322304249516,,
389,298.91302691456934,,
390,299.41022180958265,,
391,299.9212313594633,,
392,299.786835861034,,
393,298.99607760395605,,
394,299.20259857733544,,
395,299.97489202791917,,
396,299.03957836812265,,
397,300.0239777872182,,
398,299.7574013421698,,
399,299.6331262657181,,
400,297.43248091923743,,
401,298.4502001212702,,
402,299.4205189788456,,
403,299.1709276749174,,
404,300.46439727229296,,
405,298.3199849625801,,
406,300.2277440069658,,
407,299.07169908211864,,
408,299.1792319448791,,
409,298.67493859628195,,
410,299.2513185495092,,
411,299.8868991710065,,
412,298.89450413220146,,
413,299.24179753735365,,
414,299.2218602726694,,
415,299.39597152727924,,
416,299.4206592008109,,
417,299.298846573462,,
418,298.74480831620014,,
419,300.7092623589488,,
420,300.10745711833624,,
421,299.3812887887379,,
422,298.78100291588265,,
423,299.509664993229,,
424,299.00366305049045,,
425,300.2721330335502,,
426,298.44036567681184,,
427,299.4115918080018,,
428,300.03679522981383,,
429,299.77709005304627,,
430,299.9805559836312,,
431,300.5012085361079,,
432,297.15451892156113,,
433,299.11985416634684,,
434,299.38993323098015,,
435,299.59935030949134,,
436,299.08695064439775,,
437,301.35297439277844,,
438,300.8012688562353,,
439,298.3858344479001,,
440,299.00028952907877,,
441,300.08214160464655,,
442,300.20598566732656,,
443,300.0625058562855,,
444,299.7048668083606,,
445,298.9278320601094,,
446,298.81529486721365,,
447,299.4481906310906,,
448,300.20087376175826,,
449,301.7769270489072,,
450,298.1665763582635,,
451,298.7372326503775,,
452,299.821989831671,,
453,298.26307832318116,,
454,299.1008474875783,,
455,299.83868658107366,,
456,299.97102380040866,,
457,297.66806090506765,,
458,298.89013396901544,,
459,299.9281770056213,,
460,301.51503722725766,,
461,299.3350809834927,,
462,299.05143840488546,,
463,299.20189215040875,,
464,299.7339416523186,,
465,299.42603766475344,,
466,300.8936342657989,,
467,300.917026009323,,
468,299.2281603720013,,
469,299.7689250481317,,
470,299.91885361166914,,
471,298.93112512459976,,
472,298.7188868228844,,
473,299.07030855195626,,
474,299.48962476628697,,
475,300.0895438660297,,
476,299.85944730122884,,
477,299.83856691648407,,
478,302.41797066901114,,
479,297.4710088458267,,
480,298.50811229344873,,
481,299.9115839988709,,
482,298.7909674530059,,
483,298.5601510066775,,
484,298.7975271345677,,
485,299.5115952705989,,
486,299.6439091139236,,
487,298.9398503792799,,
488,299.2226314496482,,
489,299.39262863921414,,
490,301.5659708011992,,
491,299.35366401467024,,
492,300.64762685382976,,
493,299.0499558861041,,
494,299.15471955294043,,
495,299.00441966092836,,
496,299.5930374905702,,
497,299.4668091044477,,
498,300.3753649437113,,
499,297.9123762299514,,
500,299.61966090627305,,
